年,区名,当落,得票数,氏名,よみ,年齢,性別,党派,新旧,主な肩書き,投票日,告知日,定数,候補者数,有権者数,投票率%,投票者数,得票率%
2011,品川,落,1618.000 ,林　宏,,66,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.344 
2011,品川,落,1588.360 ,吉田　征四郎,,55,男,自民,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.320 
2011,品川,落,1552.137 ,小林　誠,,36,男,みんな,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.290 
2011,品川,落,1457.547 ,吉田　楽,,38,男,みんな,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.211 
2011,品川,落,1444.985 ,伊藤　優太,,26,男,みんな,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.201 
2011,品川,落,1415.862 ,小林　けさみ,,56,女,品川・生活者ネットワーク,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.176 
2011,品川,落,1128.000 ,奥山　晃,,59,男,民主,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",0.937 
2011,品川,落,1115.000 ,川西　和弘,,50,男,社民,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",0.926 
2011,品川,落,1084.000 ,矢羽　亮一,,59,男,民主,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",0.901 
2011,品川,落,914.000 ,藤川　美穂,,33,女,幸福実現党,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",0.759 
2011,品川,落,414.000 ,長岡　義男,,65,男,無所属,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",0.344 
2011,品川,落,408.000 ,粕谷　俊二,,49,男,無所属,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",0.339 
2011,品川,落,178.000 ,杉森　正春,,60,男,無所属,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",0.148 
2015,品川,落,1115.000 ,川西　和弘,,50,男,社民,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",0.919 
2015,品川,落,1084.000 ,矢羽　亮一,,59,男,民主,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",0.894 
2015,品川,落,914.000 ,藤川　美穂,,33,女,幸福実現党,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",0.754 
2015,品川,落,414.000 ,長岡　義男,,65,男,無所属,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",0.341 
2015,品川,落,408.000 ,粕谷　俊二,,49,男,無所属,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",0.336 
2015,品川,落,178.000 ,杉森　正春,,60,男,無所属,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",0.147 
2015,大田,当,7785.900 ,松原　秀典,まつばら　ひでのり,67,男,自民,現,学習塾経営,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",3.213 
2015,大田,当,7586.000 ,奈須　りえ,なす　りえ,53,女,無所属,元,研究所研究員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",3.131 
2015,大田,当,6393.900 ,松原　茂登樹,まつばら　もとき,61,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.639 
2015,大田,当,6383.000 ,犬伏　秀一,いぬぶし　ひでかず,58,男,次世代,元,会社役員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.634 
2015,大田,当,6079.000 ,森　愛,もり　あい,37,女,民主,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.509 
2015,大田,当,5728.000 ,清水　菊美,しみず　きくみ,57,女,共産,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.364 
2015,大田,当,5523.000 ,湯本　良太郎,ゆもと　りょうたろう,38,男,無所属,元,会社員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.279 
2015,大田,当,5290.000 ,北沢　潤子,きたざわ　じゅんこ,54,女,大田・生活者ネットワーク,現,幼稚園非常勤講師,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.183 
2015,大田,当,5269.000 ,岡　高志,おか　たかし,39,男,民主,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.174 
2015,大田,当,5240.000 ,三沢　清太郎,みさわ　せいたろう,43,男,維新,新,賃貸業,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.162 
2015,大田,当,5158.000 ,田中　一吉,たなか　かずよし,64,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.129 
2015,大田,当,4869.000 ,佐藤　伸,さとう　しん,41,男,共産,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",2.009 
2015,大田,当,4775.000 ,野呂　恵子,のろ　けいこ,60,女,緑の党,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.971 
2015,大田,当,4762.000 ,伊藤　和弘,いとう　かずひろ,56,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.965 
2015,大田,当,4645.250 ,鈴木　隆之,すずき　たかゆき,40,男,自民,現,会社役員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.917 
2015,大田,当,4636.000 ,塩野目　正樹,しおのめ　まさき,52,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.913 
2015,大田,当,4300.000 ,馬橋　靖世,まばし　やすとき,31,男,無所属,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.775 
2015,大田,当,4287.198 ,松原　元,まつばら　はじめ,27,男,無所属,新,無職,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.769 
2015,大田,当,4284.216 ,金子　悦子,かねこ　えつこ,66,女,共産,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.768 
2015,大田,当,4254.000 ,菅谷　郁恵,すがや　いくえ,57,女,共産,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.756 
2015,大田,当,4158.000 ,伊佐治　剛,いさじ　ごう,36,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.716 
2015,大田,当,4104.000 ,松本　洋之,まつもと　ひろゆき,56,男,公明,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.694 
2015,大田,当,4069.000 ,高瀬　三徳,たかせ　さんとく,53,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.679 
2015,大田,当,4023.000 ,押見　隆太,おしみ　りゅうた,41,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.660 
2015,大田,当,3934.000 ,荒尾　大介,あらお　だいすけ,39,男,共産,新,政党勤務員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.623 
2015,大田,当,3886.000 ,黒沼　良光,くろぬま　よしみつ,66,男,共産,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.604 
2015,大田,当,3871.000 ,長野　元祐,ながの　もとひろ,31,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.597 
2015,大田,当,3801.000 ,山崎　勝広,やまざき　かつひろ,48,男,民主,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.569 
2015,大田,当,3668.000 ,黒川　仁,くろかわ　じん,39,男,民主,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.514 
2015,大田,当,3653.000 ,荻野　稔,おぎの　みのる,29,男,維新,新,党政策委員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.508 
2015,大田,当,3635.000 ,勝亦　聡,かつまた　さとし,52,男,公明,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.500 
2015,大田,当,3635.000 ,小峰　由枝,こみね　よしえ,56,女,公明,新,介護士,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.500 
2015,大田,当,3605.000 ,渡司　幸,わたじ　みゆき,52,女,自民,新,無職,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.488 
2015,大田,当,3584.000 ,秋成　靖,あきなり　おさむ,47,男,公明,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.479 
2015,大田,当,3562.000 ,広川　恵美子,ひろかわ　えみこ,52,女,公明,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.470 
2015,大田,当,3541.000 ,福井　亮二,ふくい　りょうじ,40,男,共産,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.461 
2015,大田,当,3536.000 ,大竹　辰治,おおたけ　たつじ,63,男,共産,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.459 
2015,大田,当,3532.000 ,高山　雄一,たかやま　ゆういち,46,男,自民,新,会社役員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.458 
2015,大田,当,3519.000 ,末安　広明,すえやす　ひろあき,42,男,公明,新,無職,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.452 
2015,大田,当,3475.000 ,大森　昭彦,おおもり　あきひこ,62,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.434 
2015,大田,当,3334.000 ,玉川　英俊,たまがわ　ひでとし,46,男,公明,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.376 
2015,大田,当,3327.000 ,田島　和雄,たじま　かずお,44,男,公明,新,無職,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.373 
2015,大田,当,3318.000 ,岡元　由美,おかもと　ゆみ,55,女,公明,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.369 
2015,大田,当,3317.000 ,深川　幹祐,ふかがわ　みきひろ,35,男,自民,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.369 
2015,大田,当,3304.069 ,田村　英樹,たむら　ひでき,46,男,公明,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.364 
2015,大田,当,3286.000 ,岸田　哲治,きしだ　てつはる,65,男,自民,現,会社役員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.356 
2015,大田,当,3197.000 ,大橋　武司,おおはし　たけし,46,男,公明,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.319 
2015,大田,当,2999.000 ,藤原　幸雄,ふじわら　ゆきお,73,男,共産,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.238 
2015,大田,当,2960.000 ,椿　真一,つばき　しんいち,51,男,公明,新,無職,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.222 
2015,大田,当,2941.000 ,安藤　充,あんどう　みつる,69,男,自民,現,保険代理業,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.214 
2015,大田,落,2874.930 ,荒木　秀樹,あらき　ひでき,65,男,無所属,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.186 
2015,大田,落,2659.000 ,海老沢　圭介,えびさわ　けいすけ,43,男,自民,現,会社役員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.097 
2015,大田,落,2549.000 ,須藤　英児,すどう　えいじ,46,男,次世代,新,会社員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",1.052 
2015,大田,落,2112.000 ,津田　智紀,つだ　ともき,42,男,民主,現,区議会議員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.872 
2015,大田,落,1802.000 ,竹越　利之,たけこし　としゆき,55,男,自民,新,会社役員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.744 
2015,大田,落,1795.000 ,中川　蔦也,なかがわ　つたや,33,男,民主,新,議員秘書,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.741 
2015,大田,落,1167.783 ,金子　富夫,かねこ　とみお,64,男,無所属,元,災害対策アドバイザー,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.482 
2015,大田,落,1042.749 ,鈴木　雄人,すずき　たけと,40,男,無所属,新,会社員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.430 
2015,大田,落,895.000 ,小出　直樹,こいで　なおき,47,男,無所属,新,エンターテイナー,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.369 
2015,大田,落,889.000 ,太田黒　恵,おおたぐろ　めぐみ,63,女,無所属,新,高齢者福祉スーパーバイザー,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.367 
2015,大田,落,860.000 ,福田　裕久,ふくだ　ひろひさ,47,男,無所属,新,無職,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.355 
2015,大田,落,706.000 ,今津　英幸,いまづ　ひでゆき,40,男,みんなの大田,新,WEBコンテンツ制作業,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.291 
2015,大田,落,704.000 ,溝口　晃一,みぞぐち　こういち,46,男,闘う改革の会東京,新,カメラマン,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.291 
2015,大田,落,474.000 ,茂野　俊哉,しばの　としや,54,男,無所属,新,相談支援専門員,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.196 
2015,大田,落,446.000 ,尾上　明,おのえ　あきら,49,男,私達の教育勅語・明治からの道徳を伝える会,新,広告配布請負業,2015/4/26,2015/4/19,50,65,"572,311 ",42.340 ,"242,316.477 ",0.184 
2015,渋谷,当,4163.000 ,岡田　麻理,おかだ　まり,47,女,無所属,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",5.695 
2015,渋谷,当,2750.000 ,五十嵐　千代子,いがらし　ちよこ,61,女,共産,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",3.762 
2015,渋谷,当,2482.000 ,鈴木　建邦,すずき　けんぽう,40,男,民主,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",3.395 
2015,渋谷,当,2340.000 ,藤井　敬夫,ふじい　たかお,48,男,自民,新,会社員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",3.201 
2015,渋谷,当,2209.792 ,斎藤　竜一,さいとう　りゅういち,54,男,自民,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",3.023 
2015,渋谷,当,2089.000 ,伊藤　毅志,いとう　たけし,53,男,無所属,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.858 
2015,渋谷,当,2057.000 ,芦沢　一明,あしざわ　かずあき,50,男,民主,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.814 
2015,渋谷,当,2055.000 ,下嶋　倫朗,しもじま　みちお,63,男,自民,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.811 
2015,渋谷,当,1937.000 ,田中　正也,たなか　まさや,53,男,共産,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.650 
2015,渋谷,当,1913.000 ,丸山　高司,まるやま　たかし,57,男,自民,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.617 
2015,渋谷,当,1902.000 ,吉田　佳代子,よしだ　かよこ,52,女,民主,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.602 
2015,渋谷,当,1898.000 ,治田　学,はるた　まなぶ,44,男,民主,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.596 
2015,渋谷,当,1887.000 ,堀切　稔仁,ほりきり　ねんじん,46,男,渋谷オンブズマン,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.581 
2015,渋谷,当,1871.000 ,佐藤　真理,さとう　まり,63,女,自民,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.559 
2015,渋谷,当,1743.000 ,前田　和茂,まえだ　　かずしげ,45,男,自民,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.384 
2015,渋谷,当,1615.000 ,薬丸　義人,やくまる　よしと,50,男,無所属,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.209 
2015,渋谷,当,1575.000 ,秋元　英之,あきもと　ひでゆき,46,男,共産,新,政党役員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.155 
2015,渋谷,当,1560.000 ,栗谷　順彦,くりや　よしひこ,58,男,公明,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.134 
2015,渋谷,当,1551.000 ,沢島　英隆,さわしま　ひでたか,52,男,公明,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.122 
2015,渋谷,当,1530.000 ,笹本　由紀子,ささもと　ゆきこ,50,女,無所属,現,幼児教育研究所代表,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.093 
2015,渋谷,当,1529.000 ,牛尾　真己,うしお　まさみ,57,男,共産,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.092 
2015,渋谷,当,1515.000 ,古川　斗記男,ふるかわ　ときお,61,男,公明,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.072 
2015,渋谷,当,1487.206 ,斉藤　貴之,さいとう　たかゆき,39,男,自民,新,不動産会社経営,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",2.034 
2015,渋谷,当,1454.000 ,木村　正義,きむら　まさよし,72,男,自民,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.989 
2015,渋谷,当,1454.000 ,苫　孝二,とま　こうじ,64,男,共産,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.989 
2015,渋谷,当,1412.000 ,近藤　順子,こんどう　じゅんこ,47,女,公明,新,無職,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.932 
2015,渋谷,当,1371.000 ,菅野　茂,すがの　しげる,67,男,共産,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.875 
2015,渋谷,当,1351.000 ,一柳　直宏,ひとつやなぎ　なおひろ,52,男,自民,新,衆議院議員秘書,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.848 
2015,渋谷,当,1314.000 ,須田　賢,すだ　けん,39,男,無所属,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.797 
2015,渋谷,当,1300.000 ,染谷　賢治,そめや　けんじ,80,男,自民,現,団体役員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.778 
2015,渋谷,当,1261.000 ,久永　薫,ひさなが　かおる,52,女,公明,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.725 
2015,渋谷,当,1250.000 ,小柳　政也,こやなぎ　まさや,48,男,無所属,現,渋谷区議会議員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.710 
2015,渋谷,当,1233.000 ,田中　匠身,たなか　たくみ,46,男,元気,新,会社役員,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.687 
2015,渋谷,当,1201.000 ,松山　克幸,まつやま　かつゆき,55,男,公明,新,イラストレーター,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.643 
2015,渋谷,落,1191.000 ,大西　順子,おおにし　じゅんこ,49,女,維新,新,会社監査役,2015/4/26,2015/4/19,34,50,"176,703 ",41.370 ,"73,102.031 ",1.629 
2011,大田,当,7049.770 ,松原　茂登樹,,57,男,自民,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",2.901 
2011,大田,当,6806.134 ,鈴木　隆之,,36,男,自民,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",2.800 
2011,大田,当,6363.000 ,犬伏　秀一,,54,男,たち日,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",2.618 
2011,大田,当,5901.229 ,松原　秀典,,63,男,自民,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",2.428 
2011,大田,当,5580.705 ,田中　一吉,,60,男,自民,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",2.296 
2011,大田,当,5571.000 ,森　愛,,33,女,民主,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",2.292 
2011,大田,当,5249.000 ,荒木　秀樹,,61,男,無所属,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",2.160 
2011,大田,当,4766.000 ,沼田　秀弘,,48,男,みんな,元,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.961 
2011,大田,当,4640.000 ,和田　正子,,61,女,共産,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.909 
2011,大田,当,4552.000 ,高瀬　三徳,,49,男,自民,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.873 
2011,大田,当,4446.000 ,塩野目　正樹,,48,男,自民,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.829 
2011,大田,当,4428.000 ,野呂　恵子,,56,女,緑の党,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.822 
2011,大田,当,4411.000 ,奈須　りえ,,49,女,大田・生活者ネットワーク,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.815 
2011,大田,当,4376.000 ,黒川　仁,,35,男,民主,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.801 
2011,大田,当,4302.000 ,冨田　俊一,,61,男,公明,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.770 
2011,大田,当,4258.000 ,大森　昭彦,,58,男,自民,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.752 
2011,大田,当,4154.000 ,松本　洋之,,52,男,公明,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.709 
2011,大田,当,4145.000 ,岡元　由美,,51,女,公明,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.706 
2011,大田,当,4070.000 ,黒沼　良光,,62,男,共産,元,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.675 
2011,大田,当,3891.000 ,勝亦　聡,,48,男,公明,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.601 
2011,大田,当,3864.000 ,秋成　靖,,43,男,公明,新,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.590 
2011,大田,当,3853.000 ,清波　貞子,,64,女,公明,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.585 
2011,大田,当,3822.000 ,海老沢　圭介,,39,男,自民,新,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.573 
2011,大田,当,3756.000 ,飯田　茂,,61,男,公明,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.545 
2011,大田,当,3723.000 ,押見　隆太,,37,男,自民,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.532 
2011,大田,当,3717.000 ,馬橋　靖世,,27,男,民主,新,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.529 
2011,大田,当,3715.000 ,広川　恵美子,,48,女,公明,新,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.529 
2011,大田,当,3709.000 ,田村　英樹,,42,男,公明,新,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.526 
2011,大田,当,3692.662 ,岸田　哲治,,61,男,自民,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.519 
2011,大田,当,3689.000 ,丸山　かよ,,59,女,公明,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.518 
2011,大田,当,3663.000 ,菅谷　郁恵,,53,女,共産,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.507 
2011,大田,当,3573.000 ,佐藤　伸,,37,男,共産,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.470 
2011,大田,当,3550.000 ,大橋　武司,,42,男,公明,新,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.461 
2011,大田,当,3538.000 ,金子　悦子,,62,女,共産,現,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.456 
2011,大田,当,3514.000 ,北沢　潤子,,50,女,大田・生活者ネットワーク,新,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.446 
2011,大田,当,3407.000 ,柳瀬　吉助,,43,男,みんな,新,,2011/4/24,2011/4/17,50,73,"561,414 ",43.290 ,"243,036.121 ",1.402 
