年,区名,当落,得票数,氏名,よみ,年齢,性別,党派,新旧,主な肩書き,投票日,告知日,定数,候補者数,有権者数,投票率%,投票者数,得票率%
2011,目黒,当,1385.000 ,香野　茜,こうの　あかね,32,女,民主,現,区議会議員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.668 
2011,目黒,当,1384.184 ,木村　洋子,きむら　ようこ,61,女,民主,現,区議会議員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.667 
2011,目黒,当,1350.000 ,宮沢　宏行,みやざわ　ひろゆき,46,男,自民,新,建設会社役員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.626 
2011,目黒,落,1310.000 ,西崎　翔,にしざき　つばさ,27,男,民主,新,無職,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.578 
2011,目黒,落,1261.000 ,松嶋　祐一郎,まつしま　ゆういちろう,29,男,共産,新,政党職員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.519 
2011,目黒,落,1239.000 ,市沢　芳範,いちざわ　よしのり,60,男,自民,現,区議会議員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.492 
2011,目黒,落,1050.000 ,戸沢　二郎,とざわ　じろう,64,男,社民,現,区議会議員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.264 
2011,目黒,落,1003.000 ,富士見　大郎,ふじみ　だいろう,42,男,民主,現,区議会議員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.208 
2011,目黒,落,893.000 ,村田　信之,むらた　のぶゆき,44,男,民主,新,ジャーナリスト,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.075 
2011,目黒,落,855.093 ,伊東　たつみ,いとう　たつみ,34,女,無所属,新,事務員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.030 
2011,目黒,落,839.000 ,平田　喜章,ひらた　きしょう,40,男,みんな,新,政党支部長,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",1.010 
2011,目黒,落,807.000 ,土屋　克彦,つちや　かつひこ,41,男,民主,現,区議会議員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.972 
2011,目黒,落,733.000 ,高林　邦年,たかばやし　くにとし,34,男,無所属,新,無職,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.883 
2011,目黒,落,690.000 ,栗林　裕信,くりばやし　ひろのぶ,52,男,民主,新,会社経営,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.831 
2011,目黒,落,653.000 ,畑野　勝範,はたの　かつのり,65,男,無所属,新,印刷業,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.786 
2011,目黒,落,557.000 ,竹村　雄尉,たけむら　ゆうい,27,男,無所属,新,看護ヘルパー,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.671 
2011,目黒,落,516.815 ,木村　勝隆,きむら　かつたか,58,男,民主,新,会社員,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.622 
2011,目黒,落,514.000 ,荒木　しげる,あらき　しげる,62,男,民主,新,俳優,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.619 
2011,目黒,落,380.000 ,平田　文昭,ひらた　ふみあき,51,男,無所属,新,著述家,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.458 
2011,目黒,落,372.256 ,佐藤　可門,さとう　かもん,34,男,無所属,新,マンション管理士,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.448 
2011,目黒,落,353.000 ,中井　正則,なかい　まさのり,50,男,無所属,新,学習塾講師,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.425 
2011,目黒,落,181.000 ,古荘　耕二,ふるしょう　こうじ,39,男,無所属,新,会社代表取締役,2011/4/24,2011/4/17,35,55,"213,142 ",38.960 ,"83,040.123 ",0.218 
2015,目黒,当,4303.000 ,須藤　甚一郎,すどう　じんいちろう,76,男,無所属,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",4.989 
2015,目黒,当,2792.000 ,西崎　翔,にしざき　つばさ,31,男,民主,新,無職,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",3.237 
2015,目黒,当,2696.000 ,星見　定子,ほしみ　ていこ,57,女,共産,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",3.126 
2015,目黒,当,2572.000 ,竹村　雄尉,たけむら　ゆうい,31,男,無所属,新,秘書,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.982 
2015,目黒,当,2542.000 ,松嶋　祐一郎,まつしま　ゆういちろう,33,男,共産,新,政党職員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.947 
2015,目黒,当,2516.000 ,石川　恭子,いしかわ　きょうこ,60,女,共産,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.917 
2015,目黒,当,2395.000 ,鴨志田　リエ,かもしだ　りえ,56,女,無所属,元,会社役員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.777 
2015,目黒,当,2335.000 ,山本　紘子,やまもと　ひろこ,38,女,維新,新,会社員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.707 
2015,目黒,当,2206.000 ,橋本　欣一,はしもと　きんいち,49,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.558 
2015,目黒,当,2192.000 ,森　美彦,もり　よしひこ,63,男,共産,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.541 
2015,目黒,当,2125.000 ,広吉　敦子,ひろよし　あつこ,50,女,目黒・生活者ネットワーク,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.464 
2015,目黒,当,2121.000 ,小野瀬　康裕,おのせ　やすひろ,43,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.459 
2015,目黒,当,2082.000 ,宗田　次郎,そうだ　じろう,54,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.414 
2015,目黒,当,1979.000 ,田添　麻友,たぞえ　まゆ,32,女,無所属,新,経営コンサルタント,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.294 
2015,目黒,当,1936.000 ,川原　伸昭,かわはら　のぶあき,43,男,公明,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.245 
2015,目黒,当,1923.000 ,西村　千帆,にしむら　ちほ,41,女,自民,新,会社員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.229 
2015,目黒,当,1874.000 ,吉野　正人,よしの　まさと,48,男,民主,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.173 
2015,目黒,当,1871.000 ,青木　早苗,あおき　さなえ,67,女,民主,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.169 
2015,目黒,当,1858.750 ,佐藤　昇,さとう　のぼる,50,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.155 
2015,目黒,当,1852.000 ,宮沢　宏行,みやざわ　ひろゆき,50,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.147 
2015,目黒,当,1793.000 ,田島　憲二,たじま　けんじ,60,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.079 
2015,目黒,当,1771.319 ,佐藤　豊,さとうゆたか,52,男,公明,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.054 
2015,目黒,当,1739.000 ,岩崎　史博,いわさき　ふみひろ,50,男,共産,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",2.016 
2015,目黒,当,1717.000 ,坂本　史子,さかもと　ふみこ,59,女,無所属,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.991 
2015,目黒,当,1690.000 ,飯島　和代,いいじま　かずよ,59,女,公明,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.959 
2015,目黒,当,1665.000 ,関　賢一,せき　けんいち,50,男,公明,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.930 
2015,目黒,当,1623.000 ,山宮　清孝,やまみや　きよたか,44,男,公明,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.882 
2015,目黒,当,1588.000 ,小林　佳奈子,こばやし　かなこ,38,女,自民,新,国会議員秘書,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.841 
2015,目黒,当,1588.000 ,磯野　弘三,いその　こうぞう,48,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.841 
2015,目黒,当,1586.000 ,今井　礼子,いまい　れいこ,67,女,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.839 
2015,目黒,当,1582.000 ,松田　哲也,まつだ　てつや,50,男,維新,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.834 
2015,目黒,当,1580.000 ,鈴木　理志,すずき　まさし,51,男,自民,新,会社役員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.832 
2015,目黒,当,1509.000 ,飯田　倫子,いいだ　みちこ,68,女,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.749 
2015,目黒,当,1478.000 ,武藤　正浩,むとう　まさひろ,54,男,公明,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.714 
2015,目黒,当,1434.569 ,河野　陽子,こうの　ようこ,52,女,自民,新,無職,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.663 
2015,目黒,当,1408.000 ,小沢　藍,おざわ　あい,33,女,無所属,新,無職,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.632 
2015,目黒,落,1394.000 ,秋元　馨,あきもと　かおる,40,男,無所属,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.616 
2015,目黒,落,1356.000 ,香野　茜,こうの　あかね,36,女,民主,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.572 
2015,目黒,落,1326.535 ,佐藤　光伸,さとう　みつのぶ,33,男,自民,新,弁護士,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.538 
2015,目黒,落,1197.000 ,伊藤　喜昭,いとう　よしあき,71,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.388 
2015,目黒,落,1152.394 ,赤城　裕,あかぎ　ゆたか,51,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.336 
2015,目黒,落,1100.000 ,清水　昌樹,しみず　まさき,54,男,自民,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.275 
2015,目黒,落,1085.430 ,木村　洋子,きむら　ようこ,65,女,民主,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.258 
2015,目黒,落,1005.000 ,高林　邦年,たかばやし　くにとし,38,男,無所属,新,スポーツ指導員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.165 
2015,目黒,落,950.000 ,戸沢　二郎,とざわ　じろう,68,男,社民,元,団体職員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",1.101 
2015,目黒,落,724.000 ,梅原　辰郎,うめはら　たつろう,67,男,無所属,現,区議会議員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",0.839 
2015,目黒,落,601.000 ,金井　洋,かない　ひろし,42,男,無所属,新,介護福祉士,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",0.697 
2015,目黒,落,582.000 ,中川　治,なかがわ　おさむ,53,男,次世代,新,会社員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",0.675 
2015,目黒,落,188.000 ,田中　弘武,たなか　ひろむ,27,男,無所属,新,会社員,2015/4/26,2015/4/19,36,49,"219,196 ",39.350 ,"86,253.626 ",0.218 
2015,品川,当,5232.000 ,高橋　慎司,,51,男,無所属,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",4.314 
2015,品川,当,3572.621 ,鈴木　ひろ子,,57,女,共産,元,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.946 
2015,品川,当,3458.610 ,石田　秀男,,51,男,自民,元,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.852 
2015,品川,当,3164.000 ,須貝　行宏,,59,男,無所属,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.609 
2015,品川,当,3070.972 ,鈴木　真澄,,58,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.532 
2015,品川,当,3019.000 ,松沢　利行,,65,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.489 
2015,品川,当,2964.000 ,沢田　洋和,,30,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.444 
2015,品川,当,2922.014 ,伊藤　昌宏,,49,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.409 
2015,品川,当,2850.000 ,中塚　亮,,35,男,共産,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.350 
2015,品川,当,2759.000 ,大倉　考裕,,27,男,民主,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.275 
2015,品川,当,2742.000 ,山元　敬子,,57,女,公明,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.261 
2015,品川,当,2737.607 ,石田　知広,,35,女,共産,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.257 
2015,品川,当,2673.000 ,阿部　祐美子,,46,女,民主,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.204 
2015,品川,当,2657.000 ,若林　広毅,,50,男,公明,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.191 
2015,品川,当,2654.000 ,阿久津　広王,,37,男,公明,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.188 
2015,品川,当,2632.405 ,鈴木　博,,58,男,無所属,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.170 
2015,品川,当,2565.000 ,金野　孝子,,47,女,公明,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.115 
2015,品川,当,2465.000 ,塚本　芳弘,,47,男,公明,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.032 
2015,品川,当,2444.000 ,鶴　伸一郎,,35,男,公明,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",2.015 
2015,品川,当,2422.000 ,本多　健信,,44,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.997 
2015,品川,当,2393.000 ,西本　貴子,,50,女,無所属,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.973 
2015,品川,当,2380.000 ,大沢　真一,,52,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.962 
2015,品川,当,2329.000 ,渡辺　裕一,,38,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.920 
2015,品川,当,2257.000 ,武内　忍,,47,男,公明,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.861 
2015,品川,当,2248.000 ,山内　晃,,42,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.854 
2015,品川,当,2247.000 ,浅野　浩之,,54,男,公明,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.853 
2015,品川,当,2239.000 ,宮崎　克俊,,55,男,共産,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.846 
2015,品川,当,2198.000 ,木村　健悟,,57,男,無所属,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.812 
2015,品川,当,2188.000 ,南　恵子,,62,女,共産,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.804 
2015,品川,当,2148.000 ,藤原　正則,,48,男,無所属,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.771 
2015,品川,当,2134.000 ,大西　光広,,53,男,みんな,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.760 
2015,品川,当,2080.782 ,石田　慎吾,,31,男,民主,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.716 
2015,品川,当,2046.000 ,飯沼　雅子,,61,女,共産,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.687 
2015,品川,当,2033.000 ,須藤　安通,,68,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.676 
2015,品川,当,1954.000 ,向　めぐ美,,30,女,民主,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.611 
2015,品川,当,1803.000 ,渡部　茂,,44,男,無所属,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.487 
2015,品川,当,1774.000 ,原　浩三,,54,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.463 
2015,品川,当,1734.000 ,井上　八重子,,53,女,品川・生活者ネットワーク,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.430 
2015,品川,当,1713.000 ,稲川　貴之,,38,男,民主,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.412 
2015,品川,当,1681.090 ,吉田　あつみ,,53,女,みんな,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.386 
2015,品川,落,1669.000 ,安藤　泰作,,37,男,共産,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.376 
2015,品川,落,1668.000 ,本間　隆,,63,男,民主,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.375 
2015,品川,落,1618.000 ,林　宏,,66,男,自民,現,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.334 
2015,品川,落,1588.360 ,吉田　征四郎,,55,男,自民,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.310 
2015,品川,落,1552.137 ,小林　誠,,36,男,みんな,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.280 
2015,品川,落,1457.547 ,吉田　楽,,38,男,みんな,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.202 
2015,品川,落,1444.985 ,伊藤　優太,,26,男,みんな,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.191 
2015,品川,落,1415.862 ,小林　けさみ,,56,女,品川・生活者ネットワーク,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",1.167 
2015,品川,落,1128.000 ,奥山　晃,,59,男,民主,新,,2015/4/26,2015/4/19,40,54,"302,599 ",40.080 ,"121,281.679 ",0.930 
2011,品川,当,5232.000 ,高橋　慎司,,51,男,無所属,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",4.347 
2011,品川,当,3572.621 ,鈴木　ひろ子,,57,女,共産,元,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.968 
2011,品川,当,3458.610 ,石田　秀男,,51,男,自民,元,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.874 
2011,品川,当,3164.000 ,須貝　行宏,,59,男,無所属,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.629 
2011,品川,当,3070.972 ,鈴木　真澄,,58,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.552 
2011,品川,当,3019.000 ,松沢　利行,,65,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.508 
2011,品川,当,2964.000 ,沢田　洋和,,30,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.463 
2011,品川,当,2922.014 ,伊藤　昌宏,,49,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.428 
2011,品川,当,2850.000 ,中塚　亮,,35,男,共産,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.368 
2011,品川,当,2759.000 ,大倉　考裕,,27,男,民主,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.292 
2011,品川,当,2742.000 ,山元　敬子,,57,女,公明,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.278 
2011,品川,当,2737.607 ,石田　知広,,35,女,共産,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.275 
2011,品川,当,2673.000 ,阿部　祐美子,,46,女,民主,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.221 
2011,品川,当,2657.000 ,若林　広毅,,50,男,公明,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.208 
2011,品川,当,2654.000 ,阿久津　広王,,37,男,公明,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.205 
2011,品川,当,2632.405 ,鈴木　博,,58,男,無所属,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.187 
2011,品川,当,2565.000 ,金野　孝子,,47,女,公明,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.131 
2011,品川,当,2465.000 ,塚本　芳弘,,47,男,公明,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.048 
2011,品川,当,2444.000 ,鶴　伸一郎,,35,男,公明,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.031 
2011,品川,当,2422.000 ,本多　健信,,44,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",2.012 
2011,品川,当,2393.000 ,西本　貴子,,50,女,無所属,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.988 
2011,品川,当,2380.000 ,大沢　真一,,52,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.977 
2011,品川,当,2329.000 ,渡辺　裕一,,38,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.935 
2011,品川,当,2257.000 ,武内　忍,,47,男,公明,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.875 
2011,品川,当,2248.000 ,山内　晃,,42,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.868 
2011,品川,当,2247.000 ,浅野　浩之,,54,男,公明,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.867 
2011,品川,当,2239.000 ,宮崎　克俊,,55,男,共産,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.860 
2011,品川,当,2198.000 ,木村　健悟,,57,男,無所属,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.826 
2011,品川,当,2188.000 ,南　恵子,,62,女,共産,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.818 
2011,品川,当,2148.000 ,藤原　正則,,48,男,無所属,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.785 
2011,品川,当,2134.000 ,大西　光広,,53,男,みんな,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.773 
2011,品川,当,2080.782 ,石田　慎吾,,31,男,民主,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.729 
2011,品川,当,2046.000 ,飯沼　雅子,,61,女,共産,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.700 
2011,品川,当,2033.000 ,須藤　安通,,68,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.689 
2011,品川,当,1954.000 ,向　めぐ美,,30,女,民主,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.624 
2011,品川,当,1803.000 ,渡部　茂,,44,男,無所属,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.498 
2011,品川,当,1774.000 ,原　浩三,,54,男,自民,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.474 
2011,品川,当,1734.000 ,井上　八重子,,53,女,品川・生活者ネットワーク,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.441 
2011,品川,当,1713.000 ,稲川　貴之,,38,男,民主,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.423 
2011,品川,当,1681.090 ,吉田　あつみ,,53,女,みんな,新,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.397 
2011,品川,落,1669.000 ,安藤　泰作,,37,男,共産,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.387 
2011,品川,落,1668.000 ,本間　隆,,63,男,民主,現,,2011/4/24,2011/4/17,40,55,"296,585 ",40.580 ,"120,354.193 ",1.386 
