都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0歳の男性,0歳の女性,1歳の男性,1歳の女性,2歳の男性,2歳の女性,3歳の男性,3歳の女性,4歳の男性,4歳の女性,5歳の男性,5歳の女性,6歳の男性,6歳の女性,7歳の男性,7歳の女性,8歳の男性,8歳の女性,9歳の男性,9歳の女性,10歳の男性,10歳の女性,11歳の男性,11歳の女性,12歳の男性,12歳の女性,13歳の男性,13歳の女性,14歳の男性,14歳の女性,15歳の男性,15歳の女性,16歳の男性,16歳の女性,17歳の男性,17歳の女性,18歳の男性,18歳の女性,19歳の男性,19歳の女性,20歳の男性,20歳の女性,21歳の男性,21歳の女性,22歳の男性,22歳の女性,23歳の男性,23歳の女性,24歳の男性,24歳の女性,25歳の男性,25歳の女性,26歳の男性,26歳の女性,27歳の男性,27歳の女性,28歳の男性,28歳の女性,29歳の男性,29歳の女性,30歳の男性,30歳の女性,31歳の男性,31歳の女性,32歳の男性,32歳の女性,33歳の男性,33歳の女性,34歳の男性,34歳の女性,35歳の男性,35歳の女性,36歳の男性,36歳の女性,37歳の男性,37歳の女性,38歳の男性,38歳の女性,39歳の男性,39歳の女性,40歳の男性,40歳の女性,41歳の男性,41歳の女性,42歳の男性,42歳の女性,43歳の男性,43歳の女性,44歳の男性,44歳の女性,45歳の男性,45歳の女性,46歳の男性,46歳の女性,47歳の男性,47歳の女性,48歳の男性,48歳の女性,49歳の男性,49歳の女性,50歳の男性,50歳の女性,51歳の男性,51歳の女性,52歳の男性,52歳の女性,53歳の男性,53歳の女性,54歳の男性,54歳の女性,55歳の男性,55歳の女性,56歳の男性,56歳の女性,57歳の男性,57歳の女性,58歳の男性,58歳の女性,59歳の男性,59歳の女性,60歳の男性,60歳の女性,61歳の男性,61歳の女性,62歳の男性,62歳の女性,63歳の男性,63歳の女性,64歳の男性,64歳の女性,65歳の男性,65歳の女性,66歳の男性,66歳の女性,67歳の男性,67歳の女性,68歳の男性,68歳の女性,69歳の男性,69歳の女性,70歳の男性,70歳の女性,71歳の男性,71歳の女性,72歳の男性,72歳の女性,73歳の男性,73歳の女性,74歳の男性,74歳の女性,75歳の男性,75歳の女性,76歳の男性,76歳の女性,77歳の男性,77歳の女性,78歳の男性,78歳の女性,79歳の男性,79歳の女性,80歳の男性,80歳の女性,81歳の男性,81歳の女性,82歳の男性,82歳の女性,83歳の男性,83歳の女性,84歳の男性,84歳の女性,85歳の男性,85歳の女性,86歳の男性,86歳の女性,87歳の男性,87歳の女性,88歳の男性,88歳の女性,89歳の男性,89歳の女性,90歳の男性,90歳の女性,91歳の男性,91歳の女性,92歳の男性,92歳の女性,93歳の男性,93歳の女性,94歳の男性,94歳の女性,95歳の男性,95歳の女性,96歳の男性,96歳の女性,97歳の男性,97歳の女性,98歳の男性,98歳の女性,99歳の男性,99歳の女性,100歳の男性,100歳の女性,101歳の男性,101歳の女性,102歳の男性,102歳の女性,103歳の男性,103歳の女性,104歳の男性,104歳の女性,105歳以上の男性,105歳以上の女性,世帯数,備考
131199,394,東京都,板橋区,2022/12/31,小豆沢四丁目,3907,1945,1962,6,8,10,13,9,13,13,11,11,5,12,18,19,14,17,20,13,20,17,12,13,13,12,9,20,11,11,10,16,9,13,9,14,17,23,9,14,14,23,23,27,20,23,31,26,39,17,33,40,49,34,28,35,39,22,40,35,34,32,28,30,32,27,25,31,34,19,23,28,27,21,19,18,18,41,17,27,28,26,31,36,23,33,44,34,27,30,23,38,31,22,24,35,22,30,29,21,27,42,36,37,35,25,34,29,29,29,28,26,32,31,30,14,14,27,25,44,28,30,24,27,20,26,12,18,19,15,13,15,21,14,15,15,12,17,11,19,18,24,22,30,28,15,21,28,18,23,26,16,23,24,29,16,19,14,17,17,18,13,18,10,14,17,14,9,11,9,19,7,15,9,9,12,10,4,17,3,8,10,8,4,5,2,8,2,7,0,4,0,6,0,0,0,1,1,2,2,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2201,
131199,401,東京都,板橋区,2022/12/31,西台一丁目,2836,1394,1442,11,7,6,12,10,9,12,9,6,10,10,13,12,16,13,15,11,7,15,20,7,11,12,18,17,11,13,13,15,17,10,5,9,11,16,11,14,13,15,14,18,13,12,9,17,19,28,19,20,19,20,17,11,19,19,18,18,16,21,17,20,20,20,17,20,16,17,21,15,18,21,13,16,10,23,22,25,12,23,22,14,16,16,10,18,16,20,27,18,20,21,18,20,18,20,18,24,19,26,17,21,23,23,21,25,9,12,13,10,16,18,20,20,6,15,22,25,16,13,16,18,23,17,18,22,17,16,16,14,14,15,13,7,10,18,21,7,20,10,19,15,20,10,13,19,10,21,26,18,25,19,15,16,12,12,14,12,12,13,20,11,15,8,14,16,16,11,15,5,8,10,15,4,18,7,17,4,11,5,11,5,10,6,6,0,7,3,6,1,4,0,5,2,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1528,
131199,402,東京都,板橋区,2022/12/31,西台二丁目,4093,2107,1986,22,13,17,11,16,18,15,18,19,18,16,22,19,15,24,21,15,11,27,21,16,14,17,18,28,25,19,14,26,15,19,26,24,16,14,21,24,16,23,23,23,17,21,21,29,28,26,14,29,24,22,15,25,21,22,18,19,11,26,29,24,32,33,17,24,22,35,19,32,31,22,25,28,31,29,18,29,24,32,25,29,22,23,25,21,28,36,37,33,25,33,30,34,35,34,18,24,32,45,25,34,24,29,30,39,37,38,28,36,38,35,28,26,22,31,30,35,26,31,26,23,19,22,26,18,24,23,19,21,25,21,21,26,17,26,22,23,21,17,20,17,15,26,25,19,28,23,17,20,17,27,20,17,17,7,13,13,15,11,25,13,18,16,14,15,23,5,20,12,11,8,25,9,20,9,13,12,12,5,13,6,10,7,8,4,5,2,1,2,7,2,4,1,3,1,4,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1989,
131199,403,東京都,板橋区,2022/12/31,西台三丁目,3688,1810,1878,5,19,6,9,13,10,10,13,18,10,14,13,11,8,12,22,17,5,12,16,21,8,16,20,30,21,14,15,25,17,20,14,12,20,14,18,17,14,16,19,15,14,24,22,22,18,16,22,20,24,18,24,23,23,28,27,25,22,15,20,20,23,21,16,14,14,28,28,21,13,22,15,30,35,25,30,20,23,19,16,32,20,24,18,17,29,23,31,25,24,26,26,32,33,40,26,26,23,24,28,33,33,25,24,28,32,26,27,37,26,30,23,30,23,21,31,28,34,31,24,35,21,18,19,22,13,20,15,26,22,15,18,18,11,15,19,9,16,19,27,21,15,24,25,22,20,18,22,23,17,30,28,16,10,16,11,16,19,10,20,15,20,10,18,13,18,8,24,14,18,12,21,7,16,9,17,7,11,11,14,5,15,4,13,4,11,3,7,3,8,1,7,3,7,1,5,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1865,
131199,404,東京都,板橋区,2022/12/31,西台四丁目,2243,1008,1235,6,7,9,6,6,4,5,6,7,10,10,7,4,11,6,10,5,13,11,7,12,13,4,8,7,9,7,11,10,13,10,7,9,8,13,9,8,10,16,12,18,11,11,14,12,19,18,18,13,18,16,11,10,21,13,19,13,13,5,7,7,11,13,12,10,13,6,12,7,20,23,11,16,12,13,15,14,16,7,14,18,25,7,13,11,12,14,17,20,14,22,13,14,17,13,16,12,15,14,16,24,18,18,21,20,19,13,23,18,23,15,26,15,13,19,36,30,28,20,16,13,14,17,23,12,15,11,13,9,20,4,11,13,13,10,18,11,19,12,19,14,13,6,10,17,12,15,13,10,12,12,17,3,8,10,12,7,7,7,12,11,16,5,13,8,8,5,7,1,9,5,4,5,5,2,9,3,5,0,4,2,5,1,5,0,3,0,4,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,
131199,411,東京都,板橋区,2022/12/31,中台一丁目,5418,2691,2727,20,9,15,12,13,15,12,13,15,10,16,18,9,8,17,11,20,17,19,15,10,26,23,21,18,14,18,21,19,14,19,25,30,10,14,17,28,30,28,28,35,27,35,27,32,43,41,47,25,28,54,41,47,33,36,40,44,36,32,38,36,32,37,38,35,42,38,30,32,44,26,16,37,33,32,19,35,25,28,38,43,35,32,39,36,36,29,28,41,41,42,50,42,42,41,38,36,41,63,47,47,51,39,42,34,39,52,33,48,32,30,32,31,29,30,43,45,30,36,28,39,35,41,40,40,28,18,23,28,37,26,30,37,31,41,39,39,26,32,35,33,28,28,44,27,31,44,37,25,47,46,39,26,28,22,27,19,24,28,23,14,30,19,27,20,17,12,27,18,20,9,27,14,20,11,26,9,20,12,14,6,20,1,11,15,14,4,7,3,10,4,6,2,6,0,3,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3093,
131199,412,東京都,板橋区,2022/12/31,中台二丁目,3232,1597,1635,7,7,13,13,10,11,18,8,12,16,14,7,9,10,13,21,15,7,15,15,8,11,14,11,21,9,9,19,8,14,16,17,13,11,11,25,22,13,22,10,23,17,18,21,19,21,32,39,39,46,43,42,20,38,25,24,24,22,21,20,21,19,21,14,18,22,16,22,19,17,21,20,19,22,23,15,22,18,23,21,21,20,25,25,18,22,32,16,26,20,20,25,28,20,18,34,35,21,23,24,27,17,18,25,27,27,26,25,30,20,24,26,18,22,20,22,27,15,22,16,18,26,28,22,19,13,16,10,16,19,12,16,17,10,12,17,14,11,16,19,11,10,20,14,11,16,18,14,13,18,12,10,8,15,7,7,5,15,10,15,15,16,7,20,10,9,12,11,9,12,4,8,5,11,3,9,3,8,5,7,6,13,4,4,3,7,3,7,2,6,1,3,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1711,
131199,413,東京都,板橋区,2022/12/31,中台三丁目,6666,3144,3522,12,13,8,16,19,16,17,23,19,19,22,23,31,16,20,19,26,20,26,21,17,19,21,18,27,22,29,23,21,30,23,21,26,30,33,20,27,26,39,22,26,25,20,30,31,36,38,35,33,31,26,28,21,28,22,27,21,23,18,21,25,26,20,18,18,14,30,27,24,26,34,20,22,28,30,39,44,33,33,39,36,33,36,41,36,33,31,39,49,54,42,50,44,49,57,49,45,59,60,70,52,52,48,65,54,44,50,45,47,44,51,60,45,43,49,37,35,44,34,32,42,44,29,56,42,41,33,34,30,39,40,31,30,43,27,39,33,39,37,48,51,44,44,57,57,79,55,93,77,91,71,100,47,52,46,52,47,56,49,58,45,56,38,51,43,47,27,43,27,32,23,50,29,30,28,41,18,20,16,23,16,30,5,21,15,15,7,7,4,9,8,8,5,10,2,6,1,1,0,5,0,1,0,3,0,2,0,1,0,0,0,0,3220,
131199,421,東京都,板橋区,2022/12/31,若木一丁目,4215,2058,2157,13,5,14,8,15,14,15,7,15,16,12,7,13,17,19,11,16,11,17,16,29,11,8,20,24,17,18,26,18,13,15,17,11,21,18,15,20,16,9,24,11,18,31,22,26,23,35,24,20,29,28,34,35,29,26,27,30,31,32,17,31,23,22,24,19,25,17,27,19,23,25,21,25,15,28,24,31,29,21,29,23,23,29,20,32,22,24,30,25,29,21,29,33,36,31,32,33,37,33,40,41,43,46,34,43,34,36,42,27,32,37,30,32,22,31,30,36,25,30,32,23,28,29,32,20,24,40,26,21,26,10,25,21,36,21,27,29,15,17,24,27,20,36,21,27,29,20,31,25,33,21,23,17,30,16,21,11,30,15,19,17,19,18,22,19,18,17,15,11,20,1,18,8,21,15,14,4,13,5,11,5,9,2,12,5,11,4,4,1,4,1,6,1,5,2,3,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2211,
131199,422,東京都,板橋区,2022/12/31,若木二丁目,3735,1924,1811,14,13,10,9,21,12,23,15,13,15,6,16,5,16,8,14,10,6,17,14,11,13,15,8,11,17,13,11,13,14,16,7,14,13,7,8,17,17,16,10,21,10,16,12,28,18,32,30,29,23,31,26,28,26,15,32,32,19,20,20,38,19,19,23,26,23,29,21,24,22,27,27,25,24,30,25,30,17,24,20,30,26,30,22,26,16,21,18,24,16,29,19,26,23,29,17,36,17,37,26,21,29,35,34,30,23,35,30,30,24,31,29,19,13,19,25,20,32,24,17,24,22,20,20,29,16,20,14,19,19,14,16,19,21,18,17,31,15,28,22,29,19,23,20,22,21,31,22,35,21,18,28,19,18,11,16,15,24,26,26,12,23,18,25,12,29,15,22,15,25,10,22,12,19,12,24,8,13,6,17,4,11,5,10,2,9,1,4,1,6,0,6,1,2,2,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2248,
131199,423,東京都,板橋区,2022/12/31,若木三丁目,2613,1290,1323,11,10,10,9,10,12,10,6,14,10,13,14,11,7,13,15,10,13,6,10,16,6,9,17,8,14,9,15,6,10,12,11,10,16,12,12,17,8,16,8,14,12,16,16,16,10,21,23,13,20,18,15,18,23,27,12,22,16,9,15,15,15,13,15,16,15,9,20,24,16,20,16,25,10,14,16,13,12,18,15,19,17,16,11,12,20,17,16,24,10,13,18,14,22,18,18,19,17,22,19,24,20,16,21,29,27,29,16,22,20,20,22,9,9,13,23,23,12,19,6,20,12,9,18,14,13,17,17,27,9,7,17,19,16,6,12,15,9,13,6,13,19,16,14,15,15,20,25,14,10,14,11,7,15,10,5,7,18,9,7,9,17,9,12,6,15,2,12,8,8,8,15,5,12,5,20,6,9,6,9,3,11,0,7,2,7,3,5,1,5,2,4,0,2,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1315,
131199,431,東京都,板橋区,2022/12/31,蓮根一丁目,2960,1462,1498,5,8,9,4,5,13,13,15,7,15,13,16,17,10,13,12,13,12,18,16,17,9,14,11,14,14,20,12,19,18,10,12,19,11,9,12,16,14,8,16,15,13,27,16,21,19,26,21,29,21,28,25,26,18,16,18,17,21,16,17,23,21,19,19,12,17,25,20,17,29,22,28,15,15,12,12,22,23,16,26,19,20,23,25,20,24,27,12,28,29,39,23,24,30,23,32,22,27,24,21,24,25,21,17,26,19,11,24,16,15,13,19,12,16,18,16,19,11,14,18,13,13,19,15,15,25,17,10,19,9,11,12,11,9,18,11,12,15,9,13,16,17,13,16,14,18,19,19,24,20,21,17,8,15,9,11,11,15,13,17,8,17,11,11,11,11,8,8,9,10,6,15,6,7,5,9,3,2,6,6,3,6,2,5,1,4,2,5,1,5,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1632,
131199,432,東京都,板橋区,2022/12/31,蓮根二丁目,7539,3670,3869,20,22,23,31,29,24,33,26,30,20,33,22,26,30,21,25,27,24,31,21,26,17,21,24,26,12,27,31,33,24,25,16,42,33,23,23,22,32,40,31,33,30,35,44,32,46,46,43,43,76,39,62,41,46,56,42,40,48,46,46,53,50,50,31,41,39,43,46,44,38,42,53,39,55,39,47,43,43,56,60,40,45,46,53,55,45,59,59,48,58,45,55,54,47,53,43,54,59,53,50,56,60,83,68,56,50,54,52,55,58,69,61,55,48,56,51,39,52,44,51,48,58,57,44,59,41,49,47,49,55,44,42,44,47,38,35,51,53,43,41,47,56,51,54,43,56,42,53,73,46,66,69,30,41,30,34,34,41,29,54,38,34,28,44,33,23,25,31,19,29,19,36,14,29,14,31,12,27,11,24,9,22,7,11,4,14,6,14,2,8,5,8,3,7,0,3,1,4,0,1,0,2,0,0,0,0,0,0,0,1,0,1,3976,
131199,433,東京都,板橋区,2022/12/31,蓮根三丁目,7865,3699,4166,22,25,23,19,23,26,34,27,40,32,49,38,35,48,40,49,32,37,32,28,37,29,38,26,29,32,31,29,35,22,32,40,32,37,26,29,41,37,29,28,38,27,26,35,45,41,29,33,33,52,56,62,43,49,44,42,44,35,36,45,28,57,49,42,49,46,41,47,45,57,45,45,47,60,56,53,60,50,57,62,60,61,59,51,54,58,51,53,41,56,54,54,62,79,60,53,74,77,87,77,61,72,51,70,60,64,62,61,43,55,53,60,42,40,58,53,38,53,42,38,55,35,36,39,42,35,34,55,46,49,23,28,33,38,31,41,33,43,38,37,38,52,42,51,43,74,67,58,48,76,57,74,25,48,28,46,39,52,51,50,37,53,39,40,24,43,18,40,20,24,22,31,20,37,19,29,7,24,13,18,10,22,8,16,3,9,2,4,0,8,2,8,1,3,1,5,1,3,0,1,0,2,0,1,0,0,0,1,0,0,0,0,3915,
131199,440,東京都,板橋区,2022/12/31,相生町,4515,2174,2341,8,11,9,16,16,13,21,22,26,13,20,25,28,13,21,19,28,36,28,29,28,16,23,17,24,24,23,22,24,25,25,20,23,16,20,23,14,20,19,25,24,23,16,29,29,23,30,14,28,23,22,19,23,22,19,21,17,19,18,21,21,24,17,22,22,35,23,23,23,23,27,29,24,23,26,32,34,29,27,32,40,35,31,26,23,39,36,44,39,52,37,37,56,50,51,34,48,50,43,43,48,50,41,40,37,40,43,33,44,40,42,42,29,21,29,30,25,33,29,27,32,35,19,24,22,21,18,23,21,29,20,18,21,33,22,22,23,26,27,24,22,22,18,19,18,22,28,28,31,26,25,35,14,19,9,20,10,21,15,23,14,18,16,19,11,20,7,13,5,15,7,13,5,9,5,18,6,12,5,10,2,17,2,6,2,6,2,4,0,5,0,1,0,2,0,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2151,
131199,451,東京都,板橋区,2022/12/31,前野町一丁目,4699,2219,2480,21,9,14,15,17,15,16,21,24,20,12,12,23,19,19,22,23,24,16,23,26,21,18,23,14,17,20,31,27,21,13,10,19,18,23,22,17,19,20,28,32,38,22,32,24,33,28,30,25,29,24,25,30,30,23,36,26,28,30,30,26,20,18,12,28,33,33,27,21,30,22,24,29,31,28,20,29,33,25,33,24,25,33,34,25,31,29,29,31,40,27,33,42,41,39,36,45,41,37,37,38,38,43,34,33,35,34,28,41,30,34,32,22,31,26,34,24,38,28,30,22,26,36,26,29,26,30,26,18,23,25,25,15,21,22,26,35,24,20,32,28,29,26,22,23,37,20,38,38,37,45,43,19,24,20,24,20,26,18,31,21,34,26,38,21,27,15,12,13,22,6,18,12,12,5,14,6,9,3,25,5,11,4,15,2,5,4,9,5,4,0,5,1,3,0,4,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,2373,
131199,452,東京都,板橋区,2022/12/31,前野町二丁目,7170,3472,3698,22,20,24,21,37,17,33,33,47,36,43,31,44,44,42,47,50,44,45,47,44,44,42,42,40,49,33,33,47,28,23,26,35,29,22,29,28,27,31,23,25,27,34,27,25,31,46,39,28,44,28,39,25,32,32,33,34,31,26,39,34,34,43,32,34,42,43,31,49,42,45,44,38,46,49,57,50,47,48,64,56,53,71,71,81,74,64,73,69,60,69,69,84,58,70,69,65,63,68,65,60,56,62,64,55,71,52,51,57,51,52,46,30,37,28,52,49,50,43,41,30,50,30,44,40,37,36,36,39,36,36,48,43,38,40,43,30,40,28,43,47,39,28,36,31,37,52,47,37,51,41,53,21,33,25,20,22,23,26,43,25,27,14,27,15,32,15,18,8,15,7,20,16,27,3,17,6,15,9,14,6,12,3,5,3,6,3,12,4,7,0,3,0,7,0,5,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3453,
131199,453,東京都,板橋区,2022/12/31,前野町三丁目,5764,2864,2900,13,14,21,10,20,23,17,22,19,16,21,27,21,26,27,22,18,21,32,16,28,10,28,34,24,25,38,36,33,40,35,40,33,40,31,40,43,46,47,41,42,34,38,28,43,30,41,35,34,42,36,34,45,31,46,26,45,35,26,30,27,32,22,32,36,30,29,24,24,30,32,19,29,29,29,38,30,30,44,38,26,36,42,30,35,31,29,32,31,46,51,47,58,64,61,54,52,67,70,83,65,62,66,65,59,44,51,57,60,54,50,35,29,32,34,32,43,47,29,28,27,30,44,39,37,22,22,21,33,27,42,16,28,32,28,28,28,31,23,20,27,17,29,17,28,29,33,34,20,36,21,27,19,22,21,24,17,26,22,32,10,10,13,14,15,17,16,14,3,20,12,16,8,22,10,15,14,18,4,20,4,19,5,14,3,11,5,10,1,8,1,4,1,4,0,5,1,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,2768,
131199,454,東京都,板橋区,2022/12/31,前野町四丁目,4040,1978,2062,14,11,11,7,10,15,21,13,10,21,12,10,15,22,13,14,8,16,22,10,20,10,21,17,14,14,10,12,11,16,15,22,14,10,12,9,18,14,14,16,30,21,21,31,27,25,42,33,33,32,32,27,34,32,34,25,27,25,29,24,35,16,19,22,27,20,19,24,33,20,35,34,22,31,21,24,17,19,31,17,31,22,26,28,22,24,23,19,28,28,32,31,31,15,27,20,28,21,29,34,28,39,29,25,33,30,30,19,27,24,16,31,19,25,30,44,33,25,27,33,27,26,20,27,27,25,20,20,18,17,20,20,23,18,18,18,21,21,24,27,28,23,16,24,20,25,24,26,34,36,39,27,21,23,13,16,19,24,19,23,19,33,14,30,15,26,10,27,6,13,7,18,7,20,8,24,4,15,9,15,10,11,8,10,2,8,4,7,1,9,0,1,0,2,1,3,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,2224,
131199,455,東京都,板橋区,2022/12/31,前野町五丁目,3737,1856,1881,10,5,12,18,15,11,15,15,15,14,25,24,17,24,20,21,16,17,19,17,17,22,17,20,17,12,13,13,18,11,19,25,14,18,14,18,17,19,28,23,37,15,24,17,18,24,30,19,27,20,23,19,27,20,23,17,16,14,26,20,26,19,24,16,17,18,24,22,21,25,26,18,27,23,20,22,29,30,30,23,31,27,29,27,30,27,28,33,32,19,31,36,32,19,38,30,26,28,25,26,32,27,25,25,21,22,30,25,30,25,28,29,26,27,24,39,23,18,32,17,26,23,20,30,23,16,22,14,20,23,21,14,16,18,19,19,25,15,20,23,19,17,14,20,15,17,21,24,18,26,15,32,7,22,11,10,17,13,9,22,12,13,12,15,7,17,12,19,5,13,6,13,4,12,10,17,7,16,3,11,4,8,3,14,3,5,1,5,1,9,0,3,1,7,1,4,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,1,1949,
131199,456,東京都,板橋区,2022/12/31,前野町六丁目,4461,2141,2320,5,10,13,11,9,17,16,21,15,15,14,13,17,14,16,3,17,12,18,7,16,23,21,13,19,11,15,17,16,24,18,6,17,16,16,15,10,8,24,17,16,23,21,37,25,26,30,27,27,31,24,25,24,17,19,26,31,25,23,23,23,25,16,19,22,13,17,23,22,24,23,29,18,25,35,38,28,36,40,32,31,28,29,17,23,32,24,27,28,31,27,26,41,31,28,27,31,35,45,29,35,40,34,40,41,39,36,28,31,27,30,26,24,14,41,37,21,28,23,25,23,25,25,30,23,30,31,27,23,25,23,24,25,28,20,32,30,27,22,27,34,29,31,30,36,38,28,40,34,34,32,58,21,17,16,24,19,32,29,41,30,32,20,20,19,30,15,22,12,27,17,26,12,16,10,23,14,18,15,19,15,25,3,12,5,13,3,10,1,6,3,7,1,5,0,2,1,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2405,
131199,461,東京都,板橋区,2022/12/31,赤塚一丁目,3829,1846,1983,6,11,20,15,6,6,14,9,12,9,14,14,11,11,19,10,14,9,16,12,10,4,14,16,9,14,5,10,15,16,11,17,6,7,12,10,7,13,11,17,14,13,22,14,16,26,22,23,28,30,23,41,40,48,35,28,34,38,34,33,38,36,28,35,33,27,19,36,28,24,25,36,24,24,39,26,26,32,43,29,27,27,30,24,27,20,24,22,21,27,26,32,32,26,27,33,28,25,30,33,26,36,27,39,29,23,36,29,33,21,28,31,18,24,30,23,31,33,26,26,18,24,33,27,33,14,12,23,17,23,19,8,19,15,21,23,20,21,17,14,16,25,20,22,26,15,24,21,24,20,23,22,9,18,6,21,15,24,17,15,8,12,11,18,11,16,5,12,4,17,11,16,10,12,7,18,7,19,3,13,7,14,7,8,3,8,1,8,0,3,1,3,2,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,
131199,462,東京都,板橋区,2022/12/31,赤塚二丁目,5845,2799,3046,18,13,24,18,22,22,17,20,19,13,23,20,19,17,21,17,17,18,21,22,24,22,15,22,19,27,22,7,25,18,11,16,24,21,18,14,25,19,29,36,26,36,23,37,30,51,32,52,44,61,58,78,67,85,63,68,75,71,58,61,55,58,49,60,45,63,38,44,51,57,42,46,39,46,36,41,40,36,42,36,53,51,55,52,34,33,48,40,45,52,45,41,53,44,49,41,54,46,42,48,36,55,40,49,40,42,44,43,38,44,42,37,35,31,33,49,37,29,35,25,29,30,27,23,31,22,33,30,27,18,26,23,31,24,24,22,23,24,16,30,21,21,22,18,40,32,30,32,21,31,16,25,19,15,16,14,17,31,15,16,15,16,15,21,10,17,6,17,12,18,13,19,12,19,8,18,7,18,7,14,8,12,7,9,4,11,1,10,1,5,4,8,0,5,0,2,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3521,
131199,463,東京都,板橋区,2022/12/31,赤塚三丁目,5011,2575,2436,13,16,17,17,10,8,10,12,9,13,11,7,16,14,13,11,8,8,14,5,16,15,13,15,16,9,14,13,12,20,19,10,10,11,17,14,9,16,19,16,17,16,19,26,25,34,54,63,58,49,47,58,54,51,64,69,63,63,62,55,45,45,56,39,48,42,55,42,48,40,44,46,49,41,49,30,42,33,39,34,39,38,37,33,40,27,50,44,41,34,44,30,53,40,40,35,45,33,49,31,33,28,49,32,42,42,32,37,36,29,37,39,28,28,53,39,33,26,40,36,27,35,36,22,35,25,32,26,30,24,18,12,17,23,15,23,19,16,20,18,14,21,22,21,21,17,30,22,23,21,22,25,16,16,11,13,11,23,18,16,16,16,9,19,14,16,6,15,10,15,4,19,7,11,12,17,5,17,5,12,3,17,5,7,4,9,6,3,1,6,0,1,1,2,1,0,2,2,0,3,1,1,0,1,0,0,0,1,1,0,0,0,3256,
131199,464,東京都,板橋区,2022/12/31,赤塚四丁目,4280,2241,2039,13,15,20,16,13,10,22,17,14,9,19,14,14,17,18,11,15,15,15,11,13,14,14,9,12,16,16,19,15,9,22,13,11,13,17,18,18,12,19,17,24,23,22,17,29,22,32,31,28,18,37,27,25,26,35,34,27,26,34,30,40,31,25,22,32,41,37,36,38,26,39,36,29,29,30,24,31,34,59,27,40,29,38,19,35,31,39,27,29,34,26,24,32,32,36,30,35,31,36,34,30,36,36,33,39,29,37,38,46,25,38,26,36,17,27,33,31,27,33,19,33,28,27,27,23,30,21,20,24,28,21,16,24,16,18,24,15,23,26,15,21,19,19,18,26,29,25,29,29,26,24,24,24,12,13,13,15,18,16,21,13,17,18,19,10,18,11,10,14,15,7,19,9,17,9,19,4,12,7,11,6,7,4,12,1,7,4,2,3,2,3,3,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2358,
131199,465,東京都,板橋区,2022/12/31,赤塚五丁目,3614,1846,1768,17,7,7,19,13,11,14,13,12,18,24,18,18,20,15,19,11,20,20,21,16,9,15,7,17,6,17,17,18,15,16,16,15,14,15,19,24,14,19,16,16,22,22,19,28,35,25,27,32,18,23,36,32,36,23,23,29,30,26,24,23,33,20,24,22,24,24,17,18,26,32,21,21,23,29,26,29,26,24,20,35,24,35,18,21,15,30,27,21,19,37,22,35,32,29,22,31,21,21,24,40,35,37,26,27,30,34,32,23,26,32,26,31,31,30,23,30,16,23,17,31,17,29,15,17,20,13,16,20,12,14,8,12,14,10,27,20,13,17,14,22,15,14,17,30,17,15,19,15,21,18,18,18,15,14,20,13,17,9,15,8,19,11,16,8,15,4,13,6,7,3,16,3,9,5,7,3,9,7,10,6,0,1,5,3,4,1,3,0,3,1,1,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,
