日付,人数,都道府県名,カテゴリ
2022-03-22,185.0,大分県,新規陽性者数
2022-03-23,266.0,大分県,新規陽性者数
2022-03-24,265.0,大分県,新規陽性者数
2022-03-25,289.0,大分県,新規陽性者数
2022-03-26,284.0,大分県,新規陽性者数
2022-03-27,249.0,大分県,新規陽性者数
2022-03-28,232.0,大分県,新規陽性者数
2022-03-29,376.0,大分県,新規陽性者数
2022-03-30,375.0,大分県,新規陽性者数
2022-03-31,404.0,大分県,新規陽性者数
2022-04-01,379.0,大分県,新規陽性者数
2022-04-02,374.0,大分県,新規陽性者数
2022-04-03,343.0,大分県,新規陽性者数
2022-04-04,213.0,大分県,新規陽性者数
2022-04-05,417.0,大分県,新規陽性者数
2022-04-06,384.0,大分県,新規陽性者数
2022-04-07,472.0,大分県,新規陽性者数
2022-04-08,433.0,大分県,新規陽性者数
2022-04-09,441.0,大分県,新規陽性者数
2022-04-10,402.0,大分県,新規陽性者数
2022-04-11,302.0,大分県,新規陽性者数
2022-04-12,501.0,大分県,新規陽性者数
2022-04-13,477.0,大分県,新規陽性者数
2022-04-14,380.0,大分県,新規陽性者数
2022-04-15,437.0,大分県,新規陽性者数
2022-04-16,287.0,大分県,新規陽性者数
2022-04-17,259.0,大分県,新規陽性者数
2022-04-18,199.0,大分県,新規陽性者数
2022-04-19,401.0,大分県,新規陽性者数
2022-04-20,359.0,大分県,新規陽性者数
2022-04-21,387.0,大分県,新規陽性者数
2022-04-22,405.0,大分県,新規陽性者数
2022-04-23,454.0,大分県,新規陽性者数
2022-04-24,321.0,大分県,新規陽性者数
2022-04-25,215.0,大分県,新規陽性者数
2022-04-26,534.0,大分県,新規陽性者数
2022-04-27,483.0,大分県,新規陽性者数
2022-04-28,448.0,大分県,新規陽性者数
2022-04-29,456.0,大分県,新規陽性者数
2022-04-30,226.0,大分県,新規陽性者数
2022-05-01,311.0,大分県,新規陽性者数
2022-05-02,147.0,大分県,新規陽性者数
2022-05-03,394.0,大分県,新規陽性者数
2022-05-04,235.0,大分県,新規陽性者数
2022-05-05,218.0,大分県,新規陽性者数
2022-05-06,218.0,大分県,新規陽性者数
2022-05-07,502.0,大分県,新規陽性者数
2022-05-08,356.0,大分県,新規陽性者数
2022-05-09,300.0,大分県,新規陽性者数
2022-05-10,564.0,大分県,新規陽性者数
2022-05-11,425.0,大分県,新規陽性者数
2022-05-12,420.0,大分県,新規陽性者数
2022-05-13,359.0,大分県,新規陽性者数
2022-05-14,358.0,大分県,新規陽性者数
2022-05-15,243.0,大分県,新規陽性者数
2022-05-16,255.0,大分県,新規陽性者数
2022-05-17,445.0,大分県,新規陽性者数
2022-05-18,391.0,大分県,新規陽性者数
2022-05-19,479.0,大分県,新規陽性者数
2022-05-20,308.0,大分県,新規陽性者数
2022-05-21,392.0,大分県,新規陽性者数
2022-05-22,261.0,大分県,新規陽性者数
2022-05-23,186.0,大分県,新規陽性者数
2022-05-24,460.0,大分県,新規陽性者数
2022-05-25,375.0,大分県,新規陽性者数
2022-05-26,282.0,大分県,新規陽性者数
2022-05-27,278.0,大分県,新規陽性者数
2022-05-28,270.0,大分県,新規陽性者数
2022-05-29,185.0,大分県,新規陽性者数
2022-05-30,135.0,大分県,新規陽性者数
2022-05-31,299.0,大分県,新規陽性者数
2022-06-01,298.0,大分県,新規陽性者数
2022-06-02,249.0,大分県,新規陽性者数
2022-06-03,174.0,大分県,新規陽性者数
2022-06-04,182.0,大分県,新規陽性者数
2022-06-05,78.0,大分県,新規陽性者数
2022-06-06,109.0,大分県,新規陽性者数
2022-06-07,183.0,大分県,新規陽性者数
2022-06-08,146.0,大分県,新規陽性者数
2022-06-09,162.0,大分県,新規陽性者数
2022-06-10,119.0,大分県,新規陽性者数
2022-06-11,121.0,大分県,新規陽性者数
2022-06-12,98.0,大分県,新規陽性者数
2022-06-13,73.0,大分県,新規陽性者数
2022-06-14,144.0,大分県,新規陽性者数
2022-06-15,117.0,大分県,新規陽性者数
2022-06-16,132.0,大分県,新規陽性者数
2022-06-17,111.0,大分県,新規陽性者数
2022-06-18,104.0,大分県,新規陽性者数
2022-06-19,96.0,大分県,新規陽性者数
2022-06-20,31.0,大分県,新規陽性者数
2022-06-21,132.0,大分県,新規陽性者数
2022-06-22,91.0,大分県,新規陽性者数
2022-06-23,101.0,大分県,新規陽性者数
2022-06-24,98.0,大分県,新規陽性者数
2022-06-25,118.0,大分県,新規陽性者数
2022-06-26,73.0,大分県,新規陽性者数
2022-06-27,74.0,大分県,新規陽性者数
2022-06-28,233.0,大分県,新規陽性者数
2022-06-29,256.0,大分県,新規陽性者数
2022-06-30,223.0,大分県,新規陽性者数
2022-07-01,243.0,大分県,新規陽性者数
2022-07-02,250.0,大分県,新規陽性者数
2022-07-03,298.0,大分県,新規陽性者数
2022-07-04,194.0,大分県,新規陽性者数
2022-07-05,504.0,大分県,新規陽性者数
2022-07-06,518.0,大分県,新規陽性者数
2022-07-07,557.0,大分県,新規陽性者数
2022-07-08,585.0,大分県,新規陽性者数
2022-07-09,641.0,大分県,新規陽性者数
2022-07-10,668.0,大分県,新規陽性者数
2022-07-11,435.0,大分県,新規陽性者数
2022-07-12,1113.0,大分県,新規陽性者数
2022-07-13,1124.0,大分県,新規陽性者数
2022-07-14,1103.0,大分県,新規陽性者数
2022-07-15,1041.0,大分県,新規陽性者数
2022-07-16,1097.0,大分県,新規陽性者数
2022-07-17,1083.0,大分県,新規陽性者数
2022-07-18,646.0,大分県,新規陽性者数
2022-07-19,770.0,大分県,新規陽性者数
2022-07-20,1940.0,大分県,新規陽性者数
2022-07-21,1999.0,大分県,新規陽性者数
2022-07-22,1602.0,大分県,新規陽性者数
2022-07-23,1596.0,大分県,新規陽性者数
2022-07-24,1617.0,大分県,新規陽性者数
2022-07-25,956.0,大分県,新規陽性者数
2022-07-26,2142.0,大分県,新規陽性者数
2022-07-27,1913.0,大分県,新規陽性者数
2022-07-28,1876.0,大分県,新規陽性者数
2022-07-29,1744.0,大分県,新規陽性者数
2022-07-30,1807.0,大分県,新規陽性者数
2022-07-31,1812.0,大分県,新規陽性者数
2022-08-01,1090.0,大分県,新規陽性者数
2022-08-02,2108.0,大分県,新規陽性者数
2022-08-03,2424.0,大分県,新規陽性者数
2022-08-04,1940.0,大分県,新規陽性者数
2022-08-05,1982.0,大分県,新規陽性者数
2022-08-06,1967.0,大分県,新規陽性者数
2022-08-07,1841.0,大分県,新規陽性者数
2022-08-08,1025.0,大分県,新規陽性者数
2022-08-09,2322.0,大分県,新規陽性者数
2022-08-10,2383.0,大分県,新規陽性者数
2022-08-11,2143.0,大分県,新規陽性者数
2022-08-12,1524.0,大分県,新規陽性者数
2022-08-13,2183.0,大分県,新規陽性者数
2022-08-14,1970.0,大分県,新規陽性者数
2022-08-15,1543.0,大分県,新規陽性者数
2022-08-16,1914.0,大分県,新規陽性者数
2022-08-17,3027.0,大分県,新規陽性者数
2022-08-18,2995.0,大分県,新規陽性者数
2022-08-19,2550.0,大分県,新規陽性者数
2022-08-20,2524.0,大分県,新規陽性者数
2022-08-21,2263.0,大分県,新規陽性者数
2022-08-22,1263.0,大分県,新規陽性者数
2022-08-23,2643.0,大分県,新規陽性者数
2022-08-24,2844.0,大分県,新規陽性者数
2022-08-25,2197.0,大分県,新規陽性者数
2022-08-26,1841.0,大分県,新規陽性者数
2022-08-27,1812.0,大分県,新規陽性者数
2022-08-28,1501.0,大分県,新規陽性者数
2022-08-29,937.0,大分県,新規陽性者数
2022-08-30,1902.0,大分県,新規陽性者数
2022-08-31,1534.0,大分県,新規陽性者数
2022-09-01,1383.0,大分県,新規陽性者数
2022-09-02,1223.0,大分県,新規陽性者数
2022-09-03,1234.0,大分県,新規陽性者数
2022-09-04,1064.0,大分県,新規陽性者数
2022-09-05,740.0,大分県,新規陽性者数
2022-09-06,1628.0,大分県,新規陽性者数
2022-09-07,1269.0,大分県,新規陽性者数
2022-09-08,1067.0,大分県,新規陽性者数
2022-09-09,1029.0,大分県,新規陽性者数
2022-09-10,979.0,大分県,新規陽性者数
2022-09-11,706.0,大分県,新規陽性者数
2022-09-12,455.0,大分県,新規陽性者数
2022-09-13,939.0,大分県,新規陽性者数
2022-09-14,771.0,大分県,新規陽性者数
2022-09-15,643.0,大分県,新規陽性者数
2022-09-16,558.0,大分県,新規陽性者数
2022-09-17,609.0,大分県,新規陽性者数
2022-09-18,485.0,大分県,新規陽性者数
2022-09-19,340.0,大分県,新規陽性者数
2022-09-20,294.0,大分県,新規陽性者数
2022-09-21,929.0,大分県,新規陽性者数
2022-09-22,551.0,大分県,新規陽性者数
2022-09-23,523.0,大分県,新規陽性者数
2022-09-24,277.0,大分県,新規陽性者数
2022-09-25,449.0,大分県,新規陽性者数
2022-09-26,318.0,大分県,新規陽性者数
2022-09-27,177.0,大分県,新規陽性者数
2022-09-28,430.0,大分県,新規陽性者数
2022-09-29,314.0,大分県,新規陽性者数
2022-09-30,247.0,大分県,新規陽性者数
2022-10-01,287.0,大分県,新規陽性者数
2022-10-02,300.0,大分県,新規陽性者数
2022-10-03,179.0,大分県,新規陽性者数
2022-10-04,265.0,大分県,新規陽性者数
2022-10-05,310.0,大分県,新規陽性者数
2022-10-06,285.0,大分県,新規陽性者数
2022-10-07,254.0,大分県,新規陽性者数
2022-10-08,205.0,大分県,新規陽性者数
2022-10-09,183.0,大分県,新規陽性者数
2022-10-10,123.0,大分県,新規陽性者数
2022-10-11,107.0,大分県,新規陽性者数
2022-10-12,342.0,大分県,新規陽性者数
2022-10-13,368.0,大分県,新規陽性者数
2022-10-14,288.0,大分県,新規陽性者数
2022-10-15,301.0,大分県,新規陽性者数
2022-10-16,245.0,大分県,新規陽性者数
2022-10-17,189.0,大分県,新規陽性者数
2022-10-18,347.0,大分県,新規陽性者数
2022-10-19,374.0,大分県,新規陽性者数
2022-10-20,275.0,大分県,新規陽性者数
2022-10-21,247.0,大分県,新規陽性者数
2022-10-22,269.0,大分県,新規陽性者数
2022-10-23,238.0,大分県,新規陽性者数
2022-10-24,166.0,大分県,新規陽性者数
2022-10-25,355.0,大分県,新規陽性者数
2022-10-26,345.0,大分県,新規陽性者数
2022-10-27,272.0,大分県,新規陽性者数
2022-10-28,232.0,大分県,新規陽性者数
2022-10-29,315.0,大分県,新規陽性者数
2022-10-30,268.0,大分県,新規陽性者数
2022-10-31,171.0,大分県,新規陽性者数
2022-11-01,374.0,大分県,新規陽性者数
2022-11-02,430.0,大分県,新規陽性者数
2022-11-03,393.0,大分県,新規陽性者数
2022-11-04,242.0,大分県,新規陽性者数
2022-11-05,398.0,大分県,新規陽性者数
2022-11-06,402.0,大分県,新規陽性者数
2022-11-07,213.0,大分県,新規陽性者数
2022-11-08,435.0,大分県,新規陽性者数
2022-11-09,540.0,大分県,新規陽性者数
2022-11-10,453.0,大分県,新規陽性者数
2022-11-11,492.0,大分県,新規陽性者数
2022-11-12,497.0,大分県,新規陽性者数
2022-11-13,398.0,大分県,新規陽性者数
2022-11-14,358.0,大分県,新規陽性者数
2022-11-15,564.0,大分県,新規陽性者数
2022-11-16,718.0,大分県,新規陽性者数
2022-11-17,546.0,大分県,新規陽性者数
2022-11-18,530.0,大分県,新規陽性者数
2022-11-19,581.0,大分県,新規陽性者数
2022-11-20,546.0,大分県,新規陽性者数
2022-11-21,343.0,大分県,新規陽性者数
2022-11-22,869.0,大分県,新規陽性者数
2022-11-23,946.0,大分県,新規陽性者数
2022-11-24,543.0,大分県,新規陽性者数
2022-11-25,823.0,大分県,新規陽性者数
2022-11-26,840.0,大分県,新規陽性者数
2022-11-27,720.0,大分県,新規陽性者数
2022-11-28,398.0,大分県,新規陽性者数
2022-11-29,770.0,大分県,新規陽性者数
2022-11-30,1181.0,大分県,新規陽性者数
2022-12-01,811.0,大分県,新規陽性者数
2022-12-02,706.0,大分県,新規陽性者数
2022-12-03,699.0,大分県,新規陽性者数
2022-12-04,588.0,大分県,新規陽性者数
2022-12-05,435.0,大分県,新規陽性者数
2022-12-06,964.0,大分県,新規陽性者数
2022-12-07,1296.0,大分県,新規陽性者数
2022-12-08,1129.0,大分県,新規陽性者数
2022-12-09,1224.0,大分県,新規陽性者数
2022-12-10,1222.0,大分県,新規陽性者数
2022-12-11,1142.0,大分県,新規陽性者数
2022-12-12,796.0,大分県,新規陽性者数
2022-12-13,1569.0,大分県,新規陽性者数
2022-12-14,2112.0,大分県,新規陽性者数
2022-12-15,1887.0,大分県,新規陽性者数
2022-12-16,1572.0,大分県,新規陽性者数
2022-12-17,1680.0,大分県,新規陽性者数
2022-12-18,1541.0,大分県,新規陽性者数
2022-12-19,1001.0,大分県,新規陽性者数
2022-12-20,2052.0,大分県,新規陽性者数
2022-12-21,2888.0,大分県,新規陽性者数
2022-12-22,2225.0,大分県,新規陽性者数
2022-12-23,2127.0,大分県,新規陽性者数
2022-12-24,2122.0,大分県,新規陽性者数
2022-12-25,1812.0,大分県,新規陽性者数
2022-12-26,1256.0,大分県,新規陽性者数
2022-12-27,2404.0,大分県,新規陽性者数
2022-12-28,3041.0,大分県,新規陽性者数
2022-12-29,2638.0,大分県,新規陽性者数
2022-12-30,2172.0,大分県,新規陽性者数
2022-12-31,1857.0,大分県,新規陽性者数
2023-01-01,1134.0,大分県,新規陽性者数
2023-01-02,1273.0,大分県,新規陽性者数
2023-01-03,1509.0,大分県,新規陽性者数
2023-01-04,1474.0,大分県,新規陽性者数
2023-01-05,3496.0,大分県,新規陽性者数
2023-01-06,4016.0,大分県,新規陽性者数
2023-01-07,2889.0,大分県,新規陽性者数
2023-01-08,2146.0,大分県,新規陽性者数
2023-01-09,1332.0,大分県,新規陽性者数
2023-01-10,1169.0,大分県,新規陽性者数
2023-01-11,2496.0,大分県,新規陽性者数
2023-01-12,2731.0,大分県,新規陽性者数
2023-01-13,1985.0,大分県,新規陽性者数
2023-01-14,1668.0,大分県,新規陽性者数
2023-01-15,1280.0,大分県,新規陽性者数
2023-01-16,973.0,大分県,新規陽性者数
2023-01-17,1396.0,大分県,新規陽性者数
2023-01-18,1519.0,大分県,新規陽性者数
2023-01-19,1235.0,大分県,新規陽性者数
2023-01-20,966.0,大分県,新規陽性者数
2023-01-21,825.0,大分県,新規陽性者数
2023-01-22,725.0,大分県,新規陽性者数
2023-01-23,442.0,大分県,新規陽性者数
2023-01-24,730.0,大分県,新規陽性者数
2023-01-25,857.0,大分県,新規陽性者数
2023-01-26,644.0,大分県,新規陽性者数
2023-01-27,575.0,大分県,新規陽性者数
2023-01-28,605.0,大分県,新規陽性者数
2023-01-29,506.0,大分県,新規陽性者数
2023-01-30,281.0,大分県,新規陽性者数
2023-01-31,597.0,大分県,新規陽性者数
2023-02-01,657.0,大分県,新規陽性者数
2023-02-02,516.0,大分県,新規陽性者数
2023-02-03,435.0,大分県,新規陽性者数
2023-02-04,427.0,大分県,新規陽性者数
2023-02-05,328.0,大分県,新規陽性者数
2023-02-06,203.0,大分県,新規陽性者数
2023-02-07,436.0,大分県,新規陽性者数
2023-02-08,512.0,大分県,新規陽性者数
2023-02-09,421.0,大分県,新規陽性者数
2023-02-10,425.0,大分県,新規陽性者数
2023-02-11,358.0,大分県,新規陽性者数
2023-02-12,196.0,大分県,新規陽性者数
2023-02-13,118.0,大分県,新規陽性者数
2023-02-14,351.0,大分県,新規陽性者数
2023-02-15,379.0,大分県,新規陽性者数
2023-02-16,267.0,大分県,新規陽性者数
2023-02-17,244.0,大分県,新規陽性者数
2023-02-18,206.0,大分県,新規陽性者数
2023-02-19,160.0,大分県,新規陽性者数
2023-02-20,105.0,大分県,新規陽性者数
2023-02-21,193.0,大分県,新規陽性者数
2023-02-22,231.0,大分県,新規陽性者数
2023-02-23,174.0,大分県,新規陽性者数
2023-02-24,91.0,大分県,新規陽性者数
2023-02-25,157.0,大分県,新規陽性者数
2023-02-26,151.0,大分県,新規陽性者数
2023-02-27,44.0,大分県,新規陽性者数
2023-02-28,168.0,大分県,新規陽性者数
2023-03-01,151.0,大分県,新規陽性者数
2023-03-02,118.0,大分県,新規陽性者数
2023-03-03,126.0,大分県,新規陽性者数
2023-03-04,99.0,大分県,新規陽性者数
2023-03-05,96.0,大分県,新規陽性者数
2023-03-06,56.0,大分県,新規陽性者数
2023-03-07,96.0,大分県,新規陽性者数
2023-03-08,159.0,大分県,新規陽性者数
2023-03-09,114.0,大分県,新規陽性者数
2023-03-10,95.0,大分県,新規陽性者数
2023-03-11,105.0,大分県,新規陽性者数
2023-03-12,70.0,大分県,新規陽性者数
2023-03-13,28.0,大分県,新規陽性者数
2023-03-14,102.0,大分県,新規陽性者数
2023-03-15,99.0,大分県,新規陽性者数
2023-03-16,84.0,大分県,新規陽性者数
2023-03-17,69.0,大分県,新規陽性者数
2023-03-18,59.0,大分県,新規陽性者数
2023-03-19,57.0,大分県,新規陽性者数
2023-03-20,12.0,大分県,新規陽性者数
2023-03-21,95.0,大分県,新規陽性者数
2023-03-22,41.0,大分県,新規陽性者数
2023-03-23,83.0,大分県,新規陽性者数
2023-03-24,74.0,大分県,新規陽性者数
2023-03-25,76.0,大分県,新規陽性者数
2023-03-26,56.0,大分県,新規陽性者数
2023-03-27,35.0,大分県,新規陽性者数
2023-03-28,37.0,大分県,新規陽性者数
2023-03-29,76.0,大分県,新規陽性者数
2023-03-30,56.0,大分県,新規陽性者数
2023-03-31,50.0,大分県,新規陽性者数
2023-04-01,60.0,大分県,新規陽性者数
2023-04-02,46.0,大分県,新規陽性者数
2023-04-03,21.0,大分県,新規陽性者数
2023-04-04,61.0,大分県,新規陽性者数
2023-04-05,83.0,大分県,新規陽性者数
2023-04-06,47.0,大分県,新規陽性者数
2023-04-07,75.0,大分県,新規陽性者数
2023-04-08,76.0,大分県,新規陽性者数
2023-04-09,69.0,大分県,新規陽性者数
2023-04-10,17.0,大分県,新規陽性者数
2023-04-11,69.0,大分県,新規陽性者数
2023-04-12,66.0,大分県,新規陽性者数
2023-04-13,70.0,大分県,新規陽性者数
2023-04-14,56.0,大分県,新規陽性者数
2023-04-15,63.0,大分県,新規陽性者数
2023-04-16,46.0,大分県,新規陽性者数
2023-04-17,22.0,大分県,新規陽性者数
2023-04-18,51.0,大分県,新規陽性者数
2023-04-19,75.0,大分県,新規陽性者数
2023-04-20,85.0,大分県,新規陽性者数
2023-04-21,57.0,大分県,新規陽性者数
2023-04-22,95.0,大分県,新規陽性者数
2023-04-23,69.0,大分県,新規陽性者数
2023-04-24,31.0,大分県,新規陽性者数
2023-04-25,79.0,大分県,新規陽性者数
2023-04-26,76.0,大分県,新規陽性者数
2023-04-27,75.0,大分県,新規陽性者数
2023-04-28,84.0,大分県,新規陽性者数
2023-04-29,96.0,大分県,新規陽性者数
2023-04-30,73.0,大分県,新規陽性者数
2023-05-01,46.0,大分県,新規陽性者数
2023-05-02,109.0,大分県,新規陽性者数
2023-05-03,158.0,大分県,新規陽性者数
2023-05-04,80.0,大分県,新規陽性者数
2023-05-05,60.0,大分県,新規陽性者数
2023-05-06,70.0,大分県,新規陽性者数
2023-05-07,121.0,大分県,新規陽性者数
2023-05-08,107.0,大分県,新規陽性者数
2020-01-16,0.0,宮崎県,新規陽性者数
2020-01-17,0.0,宮崎県,新規陽性者数
2020-01-18,0.0,宮崎県,新規陽性者数
2020-01-19,0.0,宮崎県,新規陽性者数
2020-01-20,0.0,宮崎県,新規陽性者数
2020-01-21,0.0,宮崎県,新規陽性者数
2020-01-22,0.0,宮崎県,新規陽性者数
2020-01-23,0.0,宮崎県,新規陽性者数
2020-01-24,0.0,宮崎県,新規陽性者数
2020-01-25,0.0,宮崎県,新規陽性者数
2020-01-26,0.0,宮崎県,新規陽性者数
2020-01-27,0.0,宮崎県,新規陽性者数
2020-01-28,0.0,宮崎県,新規陽性者数
2020-01-29,0.0,宮崎県,新規陽性者数
2020-01-30,0.0,宮崎県,新規陽性者数
2020-01-31,0.0,宮崎県,新規陽性者数
2020-02-01,0.0,宮崎県,新規陽性者数
2020-02-02,0.0,宮崎県,新規陽性者数
2020-02-03,0.0,宮崎県,新規陽性者数
2020-02-04,0.0,宮崎県,新規陽性者数
2020-02-05,0.0,宮崎県,新規陽性者数
2020-02-06,0.0,宮崎県,新規陽性者数
2020-02-07,0.0,宮崎県,新規陽性者数
2020-02-08,0.0,宮崎県,新規陽性者数
2020-02-09,0.0,宮崎県,新規陽性者数
2020-02-10,0.0,宮崎県,新規陽性者数
2020-02-11,0.0,宮崎県,新規陽性者数
2020-02-12,0.0,宮崎県,新規陽性者数
2020-02-13,0.0,宮崎県,新規陽性者数
2020-02-14,0.0,宮崎県,新規陽性者数
2020-02-15,0.0,宮崎県,新規陽性者数
2020-02-16,0.0,宮崎県,新規陽性者数
2020-02-17,0.0,宮崎県,新規陽性者数
2020-02-18,0.0,宮崎県,新規陽性者数
2020-02-19,0.0,宮崎県,新規陽性者数
2020-02-20,0.0,宮崎県,新規陽性者数
2020-02-21,0.0,宮崎県,新規陽性者数
2020-02-22,0.0,宮崎県,新規陽性者数
2020-02-23,0.0,宮崎県,新規陽性者数
2020-02-24,0.0,宮崎県,新規陽性者数
2020-02-25,0.0,宮崎県,新規陽性者数
2020-02-26,0.0,宮崎県,新規陽性者数
2020-02-27,0.0,宮崎県,新規陽性者数
2020-02-28,0.0,宮崎県,新規陽性者数
2020-02-29,0.0,宮崎県,新規陽性者数
2020-03-01,0.0,宮崎県,新規陽性者数
2020-03-02,0.0,宮崎県,新規陽性者数
2020-03-03,0.0,宮崎県,新規陽性者数
2020-03-04,1.0,宮崎県,新規陽性者数
2020-03-05,0.0,宮崎県,新規陽性者数
2020-03-06,0.0,宮崎県,新規陽性者数
2020-03-07,0.0,宮崎県,新規陽性者数
2020-03-08,0.0,宮崎県,新規陽性者数
2020-03-09,0.0,宮崎県,新規陽性者数
2020-03-10,0.0,宮崎県,新規陽性者数
2020-03-11,0.0,宮崎県,新規陽性者数
2020-03-12,0.0,宮崎県,新規陽性者数
2020-03-13,0.0,宮崎県,新規陽性者数
2020-03-14,0.0,宮崎県,新規陽性者数
2020-03-15,0.0,宮崎県,新規陽性者数
2020-03-16,0.0,宮崎県,新規陽性者数
2020-03-17,0.0,宮崎県,新規陽性者数
2020-03-18,0.0,宮崎県,新規陽性者数
2020-03-19,0.0,宮崎県,新規陽性者数
2020-03-20,1.0,宮崎県,新規陽性者数
2020-03-21,0.0,宮崎県,新規陽性者数
2020-03-22,0.0,宮崎県,新規陽性者数
2020-03-23,0.0,宮崎県,新規陽性者数
2020-03-24,1.0,宮崎県,新規陽性者数
2020-03-25,0.0,宮崎県,新規陽性者数
2020-03-26,0.0,宮崎県,新規陽性者数
2020-03-27,0.0,宮崎県,新規陽性者数
2020-03-28,0.0,宮崎県,新規陽性者数
2020-03-29,0.0,宮崎県,新規陽性者数
2020-03-30,0.0,宮崎県,新規陽性者数
2020-03-31,0.0,宮崎県,新規陽性者数
2020-04-01,0.0,宮崎県,新規陽性者数
2020-04-02,0.0,宮崎県,新規陽性者数
2020-04-03,3.0,宮崎県,新規陽性者数
2020-04-04,2.0,宮崎県,新規陽性者数
2020-04-05,2.0,宮崎県,新規陽性者数
2020-04-06,1.0,宮崎県,新規陽性者数
2020-04-07,1.0,宮崎県,新規陽性者数
2020-04-08,4.0,宮崎県,新規陽性者数
2020-04-09,0.0,宮崎県,新規陽性者数
2020-04-10,0.0,宮崎県,新規陽性者数
2020-04-11,1.0,宮崎県,新規陽性者数
2020-04-12,0.0,宮崎県,新規陽性者数
2020-04-13,0.0,宮崎県,新規陽性者数
2020-04-14,0.0,宮崎県,新規陽性者数
2020-04-15,0.0,宮崎県,新規陽性者数
2020-04-16,0.0,宮崎県,新規陽性者数
2020-04-17,0.0,宮崎県,新規陽性者数
2020-04-18,0.0,宮崎県,新規陽性者数
2020-04-19,0.0,宮崎県,新規陽性者数
2020-04-20,0.0,宮崎県,新規陽性者数
2020-04-21,0.0,宮崎県,新規陽性者数
2020-04-22,0.0,宮崎県,新規陽性者数
2020-04-23,0.0,宮崎県,新規陽性者数
2020-04-24,0.0,宮崎県,新規陽性者数
2020-04-25,0.0,宮崎県,新規陽性者数
2020-04-26,0.0,宮崎県,新規陽性者数
2020-04-27,0.0,宮崎県,新規陽性者数
2020-04-28,0.0,宮崎県,新規陽性者数
2020-04-29,0.0,宮崎県,新規陽性者数
2020-04-30,0.0,宮崎県,新規陽性者数
2020-05-01,0.0,宮崎県,新規陽性者数
2020-05-02,0.0,宮崎県,新規陽性者数
2020-05-03,0.0,宮崎県,新規陽性者数
2020-05-04,0.0,宮崎県,新規陽性者数
2020-05-05,0.0,宮崎県,新規陽性者数
2020-05-06,0.0,宮崎県,新規陽性者数
2020-05-07,0.0,宮崎県,新規陽性者数
2020-05-08,0.0,宮崎県,新規陽性者数
2020-05-09,0.0,宮崎県,新規陽性者数
2020-05-10,0.0,宮崎県,新規陽性者数
2020-05-11,0.0,宮崎県,新規陽性者数
2020-05-12,0.0,宮崎県,新規陽性者数
2020-05-13,0.0,宮崎県,新規陽性者数
2020-05-14,0.0,宮崎県,新規陽性者数
2020-05-15,0.0,宮崎県,新規陽性者数
2020-05-16,0.0,宮崎県,新規陽性者数
2020-05-17,0.0,宮崎県,新規陽性者数
2020-05-18,0.0,宮崎県,新規陽性者数
2020-05-19,0.0,宮崎県,新規陽性者数
2020-05-20,0.0,宮崎県,新規陽性者数
2020-05-21,0.0,宮崎県,新規陽性者数
2020-05-22,0.0,宮崎県,新規陽性者数
2020-05-23,0.0,宮崎県,新規陽性者数
2020-05-24,0.0,宮崎県,新規陽性者数
2020-05-25,0.0,宮崎県,新規陽性者数
2020-05-26,0.0,宮崎県,新規陽性者数
2020-05-27,0.0,宮崎県,新規陽性者数
2020-05-28,0.0,宮崎県,新規陽性者数
2020-05-29,0.0,宮崎県,新規陽性者数
2020-05-30,0.0,宮崎県,新規陽性者数
2020-05-31,0.0,宮崎県,新規陽性者数
2020-06-01,0.0,宮崎県,新規陽性者数
2020-06-02,0.0,宮崎県,新規陽性者数
2020-06-03,0.0,宮崎県,新規陽性者数
2020-06-04,0.0,宮崎県,新規陽性者数
2020-06-05,0.0,宮崎県,新規陽性者数
2020-06-06,0.0,宮崎県,新規陽性者数
2020-06-07,0.0,宮崎県,新規陽性者数
2020-06-08,0.0,宮崎県,新規陽性者数
2020-06-09,0.0,宮崎県,新規陽性者数
2020-06-10,0.0,宮崎県,新規陽性者数
2020-06-11,0.0,宮崎県,新規陽性者数
2020-06-12,0.0,宮崎県,新規陽性者数
2020-06-13,0.0,宮崎県,新規陽性者数
2020-06-14,0.0,宮崎県,新規陽性者数
2020-06-15,0.0,宮崎県,新規陽性者数
2020-06-16,0.0,宮崎県,新規陽性者数
2020-06-17,0.0,宮崎県,新規陽性者数
2020-06-18,0.0,宮崎県,新規陽性者数
2020-06-19,0.0,宮崎県,新規陽性者数
2020-06-20,0.0,宮崎県,新規陽性者数
2020-06-21,0.0,宮崎県,新規陽性者数
2020-06-22,0.0,宮崎県,新規陽性者数
2020-06-23,0.0,宮崎県,新規陽性者数
2020-06-24,0.0,宮崎県,新規陽性者数
2020-06-25,0.0,宮崎県,新規陽性者数
2020-06-26,0.0,宮崎県,新規陽性者数
2020-06-27,0.0,宮崎県,新規陽性者数
2020-06-28,0.0,宮崎県,新規陽性者数
2020-06-29,0.0,宮崎県,新規陽性者数
2020-06-30,0.0,宮崎県,新規陽性者数
2020-07-01,0.0,宮崎県,新規陽性者数
2020-07-02,0.0,宮崎県,新規陽性者数
2020-07-03,0.0,宮崎県,新規陽性者数
2020-07-04,0.0,宮崎県,新規陽性者数
2020-07-05,1.0,宮崎県,新規陽性者数
2020-07-06,0.0,宮崎県,新規陽性者数
2020-07-07,0.0,宮崎県,新規陽性者数
2020-07-08,0.0,宮崎県,新規陽性者数
