日付,人数,都道府県名,カテゴリ
2021-03-11,53.0,宮城県,新規陽性者数
2021-03-12,49.0,宮城県,新規陽性者数
2021-03-13,55.0,宮城県,新規陽性者数
2021-03-14,49.0,宮城県,新規陽性者数
2021-03-15,20.0,宮城県,新規陽性者数
2021-03-16,69.0,宮城県,新規陽性者数
2021-03-17,107.0,宮城県,新規陽性者数
2021-03-18,98.0,宮城県,新規陽性者数
2021-03-19,100.0,宮城県,新規陽性者数
2021-03-20,125.0,宮城県,新規陽性者数
2021-03-21,112.0,宮城県,新規陽性者数
2021-03-22,42.0,宮城県,新規陽性者数
2021-03-23,121.0,宮城県,新規陽性者数
2021-03-24,171.0,宮城県,新規陽性者数
2021-03-25,161.0,宮城県,新規陽性者数
2021-03-26,153.0,宮城県,新規陽性者数
2021-03-27,129.0,宮城県,新規陽性者数
2021-03-28,134.0,宮城県,新規陽性者数
2021-03-29,80.0,宮城県,新規陽性者数
2021-03-30,121.0,宮城県,新規陽性者数
2021-03-31,200.0,宮城県,新規陽性者数
2021-04-01,133.0,宮城県,新規陽性者数
2021-04-02,116.0,宮城県,新規陽性者数
2021-04-03,136.0,宮城県,新規陽性者数
2021-04-04,80.0,宮城県,新規陽性者数
2021-04-05,55.0,宮城県,新規陽性者数
2021-04-06,103.0,宮城県,新規陽性者数
2021-04-07,121.0,宮城県,新規陽性者数
2021-04-08,87.0,宮城県,新規陽性者数
2021-04-09,121.0,宮城県,新規陽性者数
2021-04-10,109.0,宮城県,新規陽性者数
2021-04-11,72.0,宮城県,新規陽性者数
2021-04-12,34.0,宮城県,新規陽性者数
2021-04-13,72.0,宮城県,新規陽性者数
2021-04-14,96.0,宮城県,新規陽性者数
2021-04-15,53.0,宮城県,新規陽性者数
2021-04-16,68.0,宮城県,新規陽性者数
2021-04-17,65.0,宮城県,新規陽性者数
2021-04-18,28.0,宮城県,新規陽性者数
2021-04-19,22.0,宮城県,新規陽性者数
2021-04-20,54.0,宮城県,新規陽性者数
2021-04-21,74.0,宮城県,新規陽性者数
2021-04-22,78.0,宮城県,新規陽性者数
2021-04-23,25.0,宮城県,新規陽性者数
2021-04-24,36.0,宮城県,新規陽性者数
2021-04-25,31.0,宮城県,新規陽性者数
2021-04-26,13.0,宮城県,新規陽性者数
2021-04-27,36.0,宮城県,新規陽性者数
2021-04-28,42.0,宮城県,新規陽性者数
2021-04-29,21.0,宮城県,新規陽性者数
2021-04-30,29.0,宮城県,新規陽性者数
2021-05-01,22.0,宮城県,新規陽性者数
2021-05-02,54.0,宮城県,新規陽性者数
2021-05-03,25.0,宮城県,新規陽性者数
2021-05-04,24.0,宮城県,新規陽性者数
2021-05-05,24.0,宮城県,新規陽性者数
2021-05-06,32.0,宮城県,新規陽性者数
2021-05-07,37.0,宮城県,新規陽性者数
2021-05-08,47.0,宮城県,新規陽性者数
2021-05-09,32.0,宮城県,新規陽性者数
2021-05-10,14.0,宮城県,新規陽性者数
2021-05-11,33.0,宮城県,新規陽性者数
2021-05-12,53.0,宮城県,新規陽性者数
2021-05-13,18.0,宮城県,新規陽性者数
2021-05-14,33.0,宮城県,新規陽性者数
2021-05-15,32.0,宮城県,新規陽性者数
2021-05-16,31.0,宮城県,新規陽性者数
2021-05-17,24.0,宮城県,新規陽性者数
2021-05-18,31.0,宮城県,新規陽性者数
2021-05-19,33.0,宮城県,新規陽性者数
2021-05-20,28.0,宮城県,新規陽性者数
2021-05-21,29.0,宮城県,新規陽性者数
2021-05-22,21.0,宮城県,新規陽性者数
2021-05-23,10.0,宮城県,新規陽性者数
2021-05-24,8.0,宮城県,新規陽性者数
2021-05-25,18.0,宮城県,新規陽性者数
2021-05-26,22.0,宮城県,新規陽性者数
2021-05-27,24.0,宮城県,新規陽性者数
2021-05-28,22.0,宮城県,新規陽性者数
2021-05-29,17.0,宮城県,新規陽性者数
2021-05-30,10.0,宮城県,新規陽性者数
2021-05-31,4.0,宮城県,新規陽性者数
2021-06-01,20.0,宮城県,新規陽性者数
2021-06-02,20.0,宮城県,新規陽性者数
2021-06-03,25.0,宮城県,新規陽性者数
2021-06-04,30.0,宮城県,新規陽性者数
2021-06-05,15.0,宮城県,新規陽性者数
2021-06-06,11.0,宮城県,新規陽性者数
2021-06-07,2.0,宮城県,新規陽性者数
2021-06-08,9.0,宮城県,新規陽性者数
2021-06-09,9.0,宮城県,新規陽性者数
2021-06-10,9.0,宮城県,新規陽性者数
2021-06-11,8.0,宮城県,新規陽性者数
2021-06-12,12.0,宮城県,新規陽性者数
2021-06-13,7.0,宮城県,新規陽性者数
2021-06-14,6.0,宮城県,新規陽性者数
2021-06-15,10.0,宮城県,新規陽性者数
2021-06-16,4.0,宮城県,新規陽性者数
2021-06-17,8.0,宮城県,新規陽性者数
2021-06-18,4.0,宮城県,新規陽性者数
2021-06-19,3.0,宮城県,新規陽性者数
2021-06-20,2.0,宮城県,新規陽性者数
2021-06-21,2.0,宮城県,新規陽性者数
2021-06-22,7.0,宮城県,新規陽性者数
2021-06-23,10.0,宮城県,新規陽性者数
2021-06-24,6.0,宮城県,新規陽性者数
2021-06-25,8.0,宮城県,新規陽性者数
2021-06-26,5.0,宮城県,新規陽性者数
2021-06-27,4.0,宮城県,新規陽性者数
2021-06-28,5.0,宮城県,新規陽性者数
2021-06-29,7.0,宮城県,新規陽性者数
2021-06-30,6.0,宮城県,新規陽性者数
2021-07-01,14.0,宮城県,新規陽性者数
2021-07-02,23.0,宮城県,新規陽性者数
2021-07-03,12.0,宮城県,新規陽性者数
2021-07-04,12.0,宮城県,新規陽性者数
2021-07-05,4.0,宮城県,新規陽性者数
2021-07-06,15.0,宮城県,新規陽性者数
2021-07-07,16.0,宮城県,新規陽性者数
2021-07-08,25.0,宮城県,新規陽性者数
2021-07-09,25.0,宮城県,新規陽性者数
2021-07-10,26.0,宮城県,新規陽性者数
2021-07-11,21.0,宮城県,新規陽性者数
2021-07-12,13.0,宮城県,新規陽性者数
2021-07-13,30.0,宮城県,新規陽性者数
2021-07-14,41.0,宮城県,新規陽性者数
2021-07-15,45.0,宮城県,新規陽性者数
2021-07-16,48.0,宮城県,新規陽性者数
2021-07-17,34.0,宮城県,新規陽性者数
2021-07-18,19.0,宮城県,新規陽性者数
2021-07-19,11.0,宮城県,新規陽性者数
2021-07-20,20.0,宮城県,新規陽性者数
2021-07-21,28.0,宮城県,新規陽性者数
2021-07-22,18.0,宮城県,新規陽性者数
2021-07-23,20.0,宮城県,新規陽性者数
2021-07-24,5.0,宮城県,新規陽性者数
2021-07-25,24.0,宮城県,新規陽性者数
2021-07-26,10.0,宮城県,新規陽性者数
2021-07-27,26.0,宮城県,新規陽性者数
2021-07-28,44.0,宮城県,新規陽性者数
2021-07-29,36.0,宮城県,新規陽性者数
2021-07-30,50.0,宮城県,新規陽性者数
2021-07-31,65.0,宮城県,新規陽性者数
2021-08-01,38.0,宮城県,新規陽性者数
2021-08-02,31.0,宮城県,新規陽性者数
2021-08-03,74.0,宮城県,新規陽性者数
2021-08-04,80.0,宮城県,新規陽性者数
2021-08-05,103.0,宮城県,新規陽性者数
2021-08-06,126.0,宮城県,新規陽性者数
2021-08-07,106.0,宮城県,新規陽性者数
2021-08-08,96.0,宮城県,新規陽性者数
2021-08-09,59.0,宮城県,新規陽性者数
2021-08-10,87.0,宮城県,新規陽性者数
2021-08-11,142.0,宮城県,新規陽性者数
2021-08-12,221.0,宮城県,新規陽性者数
2021-08-13,213.0,宮城県,新規陽性者数
2021-08-14,153.0,宮城県,新規陽性者数
2021-08-15,165.0,宮城県,新規陽性者数
2021-08-16,72.0,宮城県,新規陽性者数
2021-08-17,211.0,宮城県,新規陽性者数
2021-08-18,272.0,宮城県,新規陽性者数
2021-08-19,231.0,宮城県,新規陽性者数
2021-08-20,292.0,宮城県,新規陽性者数
2021-08-21,273.0,宮城県,新規陽性者数
2021-08-22,198.0,宮城県,新規陽性者数
2021-08-23,162.0,宮城県,新規陽性者数
2021-08-24,154.0,宮城県,新規陽性者数
2021-08-25,301.0,宮城県,新規陽性者数
2021-08-26,227.0,宮城県,新規陽性者数
2021-08-27,204.0,宮城県,新規陽性者数
2021-08-28,184.0,宮城県,新規陽性者数
2021-08-29,128.0,宮城県,新規陽性者数
2021-08-30,79.0,宮城県,新規陽性者数
2021-08-31,128.0,宮城県,新規陽性者数
2021-09-01,171.0,宮城県,新規陽性者数
2021-09-02,147.0,宮城県,新規陽性者数
2021-09-03,104.0,宮城県,新規陽性者数
2021-09-04,97.0,宮城県,新規陽性者数
2021-09-05,61.0,宮城県,新規陽性者数
2021-09-06,34.0,宮城県,新規陽性者数
2021-09-07,73.0,宮城県,新規陽性者数
2021-09-08,80.0,宮城県,新規陽性者数
2021-09-09,70.0,宮城県,新規陽性者数
2021-09-10,45.0,宮城県,新規陽性者数
2021-09-11,77.0,宮城県,新規陽性者数
2021-09-12,52.0,宮城県,新規陽性者数
2021-09-13,31.0,宮城県,新規陽性者数
2021-09-14,53.0,宮城県,新規陽性者数
2021-09-15,66.0,宮城県,新規陽性者数
2021-09-16,40.0,宮城県,新規陽性者数
2021-09-17,52.0,宮城県,新規陽性者数
2021-09-18,24.0,宮城県,新規陽性者数
2021-09-19,30.0,宮城県,新規陽性者数
2021-09-20,18.0,宮城県,新規陽性者数
2021-09-21,25.0,宮城県,新規陽性者数
2021-09-22,13.0,宮城県,新規陽性者数
2021-09-23,32.0,宮城県,新規陽性者数
2021-09-24,18.0,宮城県,新規陽性者数
2021-09-25,33.0,宮城県,新規陽性者数
2021-09-26,32.0,宮城県,新規陽性者数
2021-09-27,10.0,宮城県,新規陽性者数
2021-09-28,14.0,宮城県,新規陽性者数
2021-09-29,16.0,宮城県,新規陽性者数
2021-09-30,20.0,宮城県,新規陽性者数
2021-10-01,7.0,宮城県,新規陽性者数
2021-10-02,10.0,宮城県,新規陽性者数
2021-10-03,4.0,宮城県,新規陽性者数
2021-10-04,0.0,宮城県,新規陽性者数
2021-10-05,6.0,宮城県,新規陽性者数
2021-10-06,2.0,宮城県,新規陽性者数
2021-10-07,4.0,宮城県,新規陽性者数
2021-10-08,5.0,宮城県,新規陽性者数
2021-10-09,5.0,宮城県,新規陽性者数
2021-10-10,1.0,宮城県,新規陽性者数
2021-10-11,0.0,宮城県,新規陽性者数
2021-10-12,3.0,宮城県,新規陽性者数
2021-10-13,0.0,宮城県,新規陽性者数
2021-10-14,4.0,宮城県,新規陽性者数
2021-10-15,0.0,宮城県,新規陽性者数
2021-10-16,2.0,宮城県,新規陽性者数
2021-10-17,3.0,宮城県,新規陽性者数
2021-10-18,0.0,宮城県,新規陽性者数
2021-10-19,0.0,宮城県,新規陽性者数
2021-10-20,0.0,宮城県,新規陽性者数
2021-10-21,0.0,宮城県,新規陽性者数
2021-10-22,0.0,宮城県,新規陽性者数
2021-10-23,2.0,宮城県,新規陽性者数
2021-10-24,0.0,宮城県,新規陽性者数
2021-10-25,2.0,宮城県,新規陽性者数
2021-10-26,1.0,宮城県,新規陽性者数
2021-10-27,0.0,宮城県,新規陽性者数
2021-10-28,1.0,宮城県,新規陽性者数
2021-10-29,2.0,宮城県,新規陽性者数
2021-10-30,3.0,宮城県,新規陽性者数
2021-10-31,2.0,宮城県,新規陽性者数
2021-11-01,0.0,宮城県,新規陽性者数
2021-11-02,2.0,宮城県,新規陽性者数
2021-11-03,1.0,宮城県,新規陽性者数
2021-11-04,1.0,宮城県,新規陽性者数
2021-11-05,0.0,宮城県,新規陽性者数
2021-11-06,3.0,宮城県,新規陽性者数
2021-11-07,0.0,宮城県,新規陽性者数
2021-11-08,0.0,宮城県,新規陽性者数
2021-11-09,0.0,宮城県,新規陽性者数
2021-11-10,1.0,宮城県,新規陽性者数
2021-11-11,0.0,宮城県,新規陽性者数
2021-11-12,0.0,宮城県,新規陽性者数
2021-11-13,1.0,宮城県,新規陽性者数
2021-11-14,0.0,宮城県,新規陽性者数
2021-11-15,0.0,宮城県,新規陽性者数
2021-11-16,1.0,宮城県,新規陽性者数
2021-11-17,2.0,宮城県,新規陽性者数
2021-11-18,0.0,宮城県,新規陽性者数
2021-11-19,0.0,宮城県,新規陽性者数
2021-11-20,1.0,宮城県,新規陽性者数
2021-11-21,0.0,宮城県,新規陽性者数
2021-11-22,0.0,宮城県,新規陽性者数
2021-11-23,1.0,宮城県,新規陽性者数
2021-11-24,1.0,宮城県,新規陽性者数
2021-11-25,2.0,宮城県,新規陽性者数
2021-11-26,0.0,宮城県,新規陽性者数
2021-11-27,0.0,宮城県,新規陽性者数
2021-11-28,0.0,宮城県,新規陽性者数
2021-11-29,0.0,宮城県,新規陽性者数
2021-11-30,0.0,宮城県,新規陽性者数
2021-12-01,0.0,宮城県,新規陽性者数
2021-12-02,0.0,宮城県,新規陽性者数
2021-12-03,0.0,宮城県,新規陽性者数
2021-12-04,2.0,宮城県,新規陽性者数
2021-12-05,0.0,宮城県,新規陽性者数
2021-12-06,0.0,宮城県,新規陽性者数
2021-12-07,2.0,宮城県,新規陽性者数
2021-12-08,0.0,宮城県,新規陽性者数
2021-12-09,0.0,宮城県,新規陽性者数
2021-12-10,0.0,宮城県,新規陽性者数
2021-12-11,0.0,宮城県,新規陽性者数
2021-12-12,1.0,宮城県,新規陽性者数
2021-12-13,0.0,宮城県,新規陽性者数
2021-12-14,0.0,宮城県,新規陽性者数
2021-12-15,0.0,宮城県,新規陽性者数
2021-12-16,0.0,宮城県,新規陽性者数
2021-12-17,0.0,宮城県,新規陽性者数
2021-12-18,0.0,宮城県,新規陽性者数
2021-12-19,0.0,宮城県,新規陽性者数
2021-12-20,0.0,宮城県,新規陽性者数
2021-12-21,1.0,宮城県,新規陽性者数
2021-12-22,0.0,宮城県,新規陽性者数
2021-12-23,1.0,宮城県,新規陽性者数
2021-12-24,0.0,宮城県,新規陽性者数
2021-12-25,0.0,宮城県,新規陽性者数
2021-12-26,0.0,宮城県,新規陽性者数
2021-12-27,0.0,宮城県,新規陽性者数
2021-12-28,0.0,宮城県,新規陽性者数
2021-12-29,2.0,宮城県,新規陽性者数
2021-12-30,0.0,宮城県,新規陽性者数
2021-12-31,1.0,宮城県,新規陽性者数
2022-01-01,1.0,宮城県,新規陽性者数
2022-01-02,1.0,宮城県,新規陽性者数
2022-01-03,3.0,宮城県,新規陽性者数
2022-01-04,5.0,宮城県,新規陽性者数
2022-01-05,2.0,宮城県,新規陽性者数
2022-01-06,14.0,宮城県,新規陽性者数
2022-01-07,9.0,宮城県,新規陽性者数
2022-01-08,25.0,宮城県,新規陽性者数
2022-01-09,20.0,宮城県,新規陽性者数
2022-01-10,18.0,宮城県,新規陽性者数
2022-01-11,20.0,宮城県,新規陽性者数
2022-01-12,34.0,宮城県,新規陽性者数
2022-01-13,95.0,宮城県,新規陽性者数
2022-01-14,69.0,宮城県,新規陽性者数
2022-01-15,90.0,宮城県,新規陽性者数
2022-01-16,81.0,宮城県,新規陽性者数
2022-01-17,51.0,宮城県,新規陽性者数
2022-01-18,105.0,宮城県,新規陽性者数
2022-01-19,172.0,宮城県,新規陽性者数
2022-01-20,208.0,宮城県,新規陽性者数
2022-01-21,196.0,宮城県,新規陽性者数
2022-01-22,292.0,宮城県,新規陽性者数
2022-01-23,286.0,宮城県,新規陽性者数
2022-01-24,184.0,宮城県,新規陽性者数
2022-01-25,319.0,宮城県,新規陽性者数
2022-01-26,491.0,宮城県,新規陽性者数
2022-01-27,533.0,宮城県,新規陽性者数
2022-01-28,503.0,宮城県,新規陽性者数
2022-01-29,569.0,宮城県,新規陽性者数
2022-01-30,574.0,宮城県,新規陽性者数
2022-01-31,306.0,宮城県,新規陽性者数
2022-02-01,505.0,宮城県,新規陽性者数
2022-02-02,723.0,宮城県,新規陽性者数
2022-02-03,689.0,宮城県,新規陽性者数
2022-02-04,649.0,宮城県,新規陽性者数
2022-02-05,819.0,宮城県,新規陽性者数
2022-02-06,602.0,宮城県,新規陽性者数
2022-02-07,376.0,宮城県,新規陽性者数
2022-02-08,692.0,宮城県,新規陽性者数
2022-02-09,1030.0,宮城県,新規陽性者数
2022-02-10,693.0,宮城県,新規陽性者数
2022-02-11,761.0,宮城県,新規陽性者数
2022-02-12,531.0,宮城県,新規陽性者数
2022-02-13,669.0,宮城県,新規陽性者数
2022-02-14,394.0,宮城県,新規陽性者数
2022-02-15,896.0,宮城県,新規陽性者数
2022-02-16,851.0,宮城県,新規陽性者数
2022-02-17,903.0,宮城県,新規陽性者数
2022-02-18,728.0,宮城県,新規陽性者数
2022-02-19,850.0,宮城県,新規陽性者数
2022-02-20,685.0,宮城県,新規陽性者数
2022-02-21,328.0,宮城県,新規陽性者数
2022-02-22,703.0,宮城県,新規陽性者数
2022-02-23,928.0,宮城県,新規陽性者数
2022-02-24,405.0,宮城県,新規陽性者数
2022-02-25,600.0,宮城県,新規陽性者数
2022-02-26,848.0,宮城県,新規陽性者数
2022-02-27,534.0,宮城県,新規陽性者数
2022-02-28,395.0,宮城県,新規陽性者数
2022-03-01,666.0,宮城県,新規陽性者数
2022-03-02,885.0,宮城県,新規陽性者数
2022-03-03,612.0,宮城県,新規陽性者数
2022-03-04,662.0,宮城県,新規陽性者数
2022-03-05,723.0,宮城県,新規陽性者数
2022-03-06,661.0,宮城県,新規陽性者数
2022-03-07,317.0,宮城県,新規陽性者数
2022-03-08,650.0,宮城県,新規陽性者数
2022-03-09,847.0,宮城県,新規陽性者数
2022-03-10,651.0,宮城県,新規陽性者数
2022-03-11,573.0,宮城県,新規陽性者数
2022-03-12,665.0,宮城県,新規陽性者数
2022-03-13,520.0,宮城県,新規陽性者数
2022-03-14,245.0,宮城県,新規陽性者数
2022-03-15,576.0,宮城県,新規陽性者数
2022-03-16,750.0,宮城県,新規陽性者数
2022-03-17,530.0,宮城県,新規陽性者数
2022-03-18,514.0,宮城県,新規陽性者数
2022-03-19,572.0,宮城県,新規陽性者数
2022-03-20,495.0,宮城県,新規陽性者数
2022-03-21,266.0,宮城県,新規陽性者数
2022-03-22,233.0,宮城県,新規陽性者数
2022-03-23,551.0,宮城県,新規陽性者数
2022-03-24,674.0,宮城県,新規陽性者数
2022-03-25,465.0,宮城県,新規陽性者数
2022-03-26,557.0,宮城県,新規陽性者数
2022-03-27,487.0,宮城県,新規陽性者数
2022-03-28,275.0,宮城県,新規陽性者数
2022-03-29,591.0,宮城県,新規陽性者数
2022-03-30,755.0,宮城県,新規陽性者数
2022-03-31,584.0,宮城県,新規陽性者数
2022-04-01,571.0,宮城県,新規陽性者数
2022-04-02,644.0,宮城県,新規陽性者数
2022-04-03,577.0,宮城県,新規陽性者数
2022-04-04,256.0,宮城県,新規陽性者数
2022-04-05,672.0,宮城県,新規陽性者数
2022-04-06,803.0,宮城県,新規陽性者数
2022-04-07,633.0,宮城県,新規陽性者数
2022-04-08,625.0,宮城県,新規陽性者数
2022-04-09,580.0,宮城県,新規陽性者数
2022-04-10,568.0,宮城県,新規陽性者数
2022-04-11,304.0,宮城県,新規陽性者数
2022-04-12,597.0,宮城県,新規陽性者数
2022-04-13,772.0,宮城県,新規陽性者数
2022-04-14,590.0,宮城県,新規陽性者数
2022-04-15,493.0,宮城県,新規陽性者数
2022-04-16,569.0,宮城県,新規陽性者数
2022-04-17,416.0,宮城県,新規陽性者数
2022-04-18,208.0,宮城県,新規陽性者数
2022-04-19,589.0,宮城県,新規陽性者数
2022-04-20,739.0,宮城県,新規陽性者数
2022-04-21,525.0,宮城県,新規陽性者数
2022-04-22,648.0,宮城県,新規陽性者数
2022-04-23,690.0,宮城県,新規陽性者数
2022-04-24,528.0,宮城県,新規陽性者数
2022-04-25,245.0,宮城県,新規陽性者数
2022-04-26,556.0,宮城県,新規陽性者数
2022-04-27,684.0,宮城県,新規陽性者数
2022-04-28,422.0,宮城県,新規陽性者数
2022-04-29,462.0,宮城県,新規陽性者数
2022-04-30,268.0,宮城県,新規陽性者数
2022-05-01,316.0,宮城県,新規陽性者数
2022-05-02,211.0,宮城県,新規陽性者数
2022-05-03,408.0,宮城県,新規陽性者数
2022-05-04,322.0,宮城県,新規陽性者数
2022-05-05,224.0,宮城県,新規陽性者数
2022-05-06,203.0,宮城県,新規陽性者数
2022-05-07,530.0,宮城県,新規陽性者数
2022-05-08,587.0,宮城県,新規陽性者数
2022-05-09,222.0,宮城県,新規陽性者数
2022-05-10,629.0,宮城県,新規陽性者数
2022-05-11,647.0,宮城県,新規陽性者数
2022-05-12,464.0,宮城県,新規陽性者数
2022-05-13,469.0,宮城県,新規陽性者数
2022-05-14,534.0,宮城県,新規陽性者数
2022-05-15,438.0,宮城県,新規陽性者数
2022-05-16,194.0,宮城県,新規陽性者数
2022-05-17,535.0,宮城県,新規陽性者数
2022-05-18,632.0,宮城県,新規陽性者数
2022-05-19,492.0,宮城県,新規陽性者数
2022-05-20,591.0,宮城県,新規陽性者数
2022-05-21,456.0,宮城県,新規陽性者数
2022-05-22,454.0,宮城県,新規陽性者数
2022-05-23,198.0,宮城県,新規陽性者数
2022-05-24,450.0,宮城県,新規陽性者数
2022-05-25,477.0,宮城県,新規陽性者数
2022-05-26,398.0,宮城県,新規陽性者数
2022-05-27,436.0,宮城県,新規陽性者数
2022-05-28,400.0,宮城県,新規陽性者数
2022-05-29,301.0,宮城県,新規陽性者数
2022-05-30,142.0,宮城県,新規陽性者数
2022-05-31,300.0,宮城県,新規陽性者数
2022-06-01,366.0,宮城県,新規陽性者数
2022-06-02,243.0,宮城県,新規陽性者数
2022-06-03,299.0,宮城県,新規陽性者数
2022-06-04,263.0,宮城県,新規陽性者数
2022-06-05,218.0,宮城県,新規陽性者数
2022-06-06,114.0,宮城県,新規陽性者数
2022-06-07,262.0,宮城県,新規陽性者数
2022-06-08,322.0,宮城県,新規陽性者数
2022-06-09,279.0,宮城県,新規陽性者数
2022-06-10,329.0,宮城県,新規陽性者数
2022-06-11,261.0,宮城県,新規陽性者数
2022-06-12,231.0,宮城県,新規陽性者数
2022-06-13,110.0,宮城県,新規陽性者数
2022-06-14,289.0,宮城県,新規陽性者数
2022-06-15,356.0,宮城県,新規陽性者数
2022-06-16,272.0,宮城県,新規陽性者数
2022-06-17,220.0,宮城県,新規陽性者数
2022-06-18,286.0,宮城県,新規陽性者数
2022-06-19,213.0,宮城県,新規陽性者数
2022-06-20,79.0,宮城県,新規陽性者数
2022-06-21,250.0,宮城県,新規陽性者数
2022-06-22,271.0,宮城県,新規陽性者数
2022-06-23,208.0,宮城県,新規陽性者数
2022-06-24,220.0,宮城県,新規陽性者数
2022-06-25,206.0,宮城県,新規陽性者数
2022-06-26,148.0,宮城県,新規陽性者数
2022-06-27,82.0,宮城県,新規陽性者数
2022-06-28,237.0,宮城県,新規陽性者数
2022-06-29,218.0,宮城県,新規陽性者数
2022-06-30,218.0,宮城県,新規陽性者数
2022-07-01,218.0,宮城県,新規陽性者数
2022-07-02,246.0,宮城県,新規陽性者数
2022-07-03,200.0,宮城県,新規陽性者数
2022-07-04,100.0,宮城県,新規陽性者数
2022-07-05,442.0,宮城県,新規陽性者数
2022-07-06,491.0,宮城県,新規陽性者数
2022-07-07,403.0,宮城県,新規陽性者数
2022-07-08,432.0,宮城県,新規陽性者数
2022-07-09,513.0,宮城県,新規陽性者数
2022-07-10,425.0,宮城県,新規陽性者数
2022-07-11,186.0,宮城県,新規陽性者数
2022-07-12,730.0,宮城県,新規陽性者数
2022-07-13,870.0,宮城県,新規陽性者数
2022-07-14,808.0,宮城県,新規陽性者数
2022-07-15,851.0,宮城県,新規陽性者数
2022-07-16,958.0,宮城県,新規陽性者数
2022-07-17,875.0,宮城県,新規陽性者数
2022-07-18,598.0,宮城県,新規陽性者数
2022-07-19,432.0,宮城県,新規陽性者数
2022-07-20,2094.0,宮城県,新規陽性者数
2022-07-21,2205.0,宮城県,新規陽性者数
2022-07-22,2508.0,宮城県,新規陽性者数
2022-07-23,2208.0,宮城県,新規陽性者数
2022-07-24,2017.0,宮城県,新規陽性者数
2022-07-25,1855.0,宮城県,新規陽性者数
2022-07-26,2504.0,宮城県,新規陽性者数
2022-07-27,2447.0,宮城県,新規陽性者数
2022-07-28,3174.0,宮城県,新規陽性者数
2022-07-29,3711.0,宮城県,新規陽性者数
2022-07-30,2948.0,宮城県,新規陽性者数
2022-07-31,2792.0,宮城県,新規陽性者数
2022-08-01,1333.0,宮城県,新規陽性者数
2022-08-02,3276.0,宮城県,新規陽性者数
2022-08-03,3471.0,宮城県,新規陽性者数
2022-08-04,2942.0,宮城県,新規陽性者数
2022-08-05,3093.0,宮城県,新規陽性者数
2022-08-06,3035.0,宮城県,新規陽性者数
2022-08-07,2448.0,宮城県,新規陽性者数
2022-08-08,1500.0,宮城県,新規陽性者数
2022-08-09,3585.0,宮城県,新規陽性者数
2022-08-10,4199.0,宮城県,新規陽性者数
2022-08-11,3267.0,宮城県,新規陽性者数
2022-08-12,2044.0,宮城県,新規陽性者数
2022-08-13,3182.0,宮城県,新規陽性者数
2022-08-14,2418.0,宮城県,新規陽性者数
2022-08-15,1514.0,宮城県,新規陽性者数
2022-08-16,2947.0,宮城県,新規陽性者数
2022-08-17,3624.0,宮城県,新規陽性者数
2022-08-18,4042.0,宮城県,新規陽性者数
2022-08-19,4567.0,宮城県,新規陽性者数
2022-08-20,4784.0,宮城県,新規陽性者数
2022-08-21,3255.0,宮城県,新規陽性者数
2022-08-22,1728.0,宮城県,新規陽性者数
2022-08-23,4112.0,宮城県,新規陽性者数
2022-08-24,3896.0,宮城県,新規陽性者数
2022-08-25,3158.0,宮城県,新規陽性者数
2022-08-26,2765.0,宮城県,新規陽性者数
2022-08-27,2561.0,宮城県,新規陽性者数
2022-08-28,2209.0,宮城県,新規陽性者数
2022-08-29,1135.0,宮城県,新規陽性者数
2022-08-30,2891.0,宮城県,新規陽性者数
2022-08-31,2652.0,宮城県,新規陽性者数
2022-09-01,2104.0,宮城県,新規陽性者数
2022-09-02,2075.0,宮城県,新規陽性者数
2022-09-03,1636.0,宮城県,新規陽性者数
2022-09-04,1492.0,宮城県,新規陽性者数
2022-09-05,655.0,宮城県,新規陽性者数
2022-09-06,2377.0,宮城県,新規陽性者数
2022-09-07,1899.0,宮城県,新規陽性者数
2022-09-08,1609.0,宮城県,新規陽性者数
2022-09-09,1297.0,宮城県,新規陽性者数
2022-09-10,1277.0,宮城県,新規陽性者数
2022-09-11,881.0,宮城県,新規陽性者数
2022-09-12,459.0,宮城県,新規陽性者数
2022-09-13,1729.0,宮城県,新規陽性者数
2022-09-14,1295.0,宮城県,新規陽性者数
2022-09-15,1032.0,宮城県,新規陽性者数
2022-09-16,930.0,宮城県,新規陽性者数
2022-09-17,999.0,宮城県,新規陽性者数
2022-09-18,801.0,宮城県,新規陽性者数
2022-09-19,453.0,宮城県,新規陽性者数
2022-09-20,351.0,宮城県,新規陽性者数
2022-09-21,1458.0,宮城県,新規陽性者数
2022-09-22,1035.0,宮城県,新規陽性者数
2022-09-23,861.0,宮城県,新規陽性者数
2022-09-24,325.0,宮城県,新規陽性者数
2022-09-25,858.0,宮城県,新規陽性者数
2022-09-26,514.0,宮城県,新規陽性者数
2022-09-27,820.0,宮城県,新規陽性者数
2022-09-28,1107.0,宮城県,新規陽性者数
2022-09-29,881.0,宮城県,新規陽性者数
2022-09-30,656.0,宮城県,新規陽性者数
2022-10-01,719.0,宮城県,新規陽性者数
2022-10-02,633.0,宮城県,新規陽性者数
2022-10-03,368.0,宮城県,新規陽性者数
2022-10-04,697.0,宮城県,新規陽性者数
2022-10-05,818.0,宮城県,新規陽性者数
2022-10-06,693.0,宮城県,新規陽性者数
2022-10-07,544.0,宮城県,新規陽性者数
2022-10-08,502.0,宮城県,新規陽性者数
2022-10-09,451.0,宮城県,新規陽性者数
2022-10-10,349.0,宮城県,新規陽性者数
2022-10-11,297.0,宮城県,新規陽性者数
