年,区名,当落,得票数,氏名,よみ,年齢,性別,党派,新旧,主な肩書き,得票率%,略称党名,党順序,自治体コード
2011,品川,当,2565,金野　孝子,,47,女,公明,現,,2.131,公明,4,131091
2011,品川,当,2465,塚本　芳弘,,47,男,公明,新,,2.048,公明,4,131091
2011,品川,当,2444,鶴　伸一郎,,35,男,公明,新,,2.031,公明,4,131091
2011,品川,当,2257,武内　忍,,47,男,公明,現,,1.875,公明,4,131091
2011,品川,当,2247,浅野　浩之,,54,男,公明,現,,1.867,公明,4,131091
2019,品川,当,3053,阿久津　広王,,45,男,公明,現,,2.384,公明,4,131091
2019,品川,当,2980,金野　孝子,,55,女,公明,現,,2.327,公明,4,131091
2019,品川,当,2817,鶴　伸一郎,,43,男,公明,現,,2.2,公明,4,131091
2019,品川,当,2688,新妻　佐江子,,53,女,公明,現,,2.099,公明,4,131091
2019,品川,当,2542,塚本　芳弘,,55,男,公明,現,,1.985,公明,4,131091
2019,品川,当,2392,若林　広毅,,58,男,公明,現,,1.868,公明,4,131091
2019,品川,当,2162,武内　忍,,55,男,公明,現,,1.688,公明,4,131091
2011,品川,落,1115,川西　和弘,,50,男,社民,新,,0.926,社民,8,131091
2015,品川,落,1115,川西　和弘,,50,男,社民,新,,0.919,社民,8,131091
2019,品川,当,2844,松本　常広,,37,男,維新,新,,2.221,維新,3,131091
2015,品川,当,1734,井上　八重子,,53,女,品川・生活者ネットワーク,現,,1.43,諸派,99,131091
2015,品川,落,1415.862,小林　けさみ,,56,女,品川・生活者ネットワーク,新,,1.167,諸派,99,131091
2011,品川,当,1734,井上　八重子,,53,女,品川・生活者ネットワーク,現,,1.441,諸派,99,131091
2011,品川,落,1415.862,小林　けさみ,,56,女,品川・生活者ネットワーク,新,,1.176,諸派,99,131091
2019,品川,当,2195.863,吉田　由美子,,64,女,品川・生活者ネットワーク,現,,1.715,諸派,99,131091
2019,品川,当,2134,田中　奏香,,37,女,品川・生活者ネットワーク,現,,1.667,諸派,99,131091
2011,品川,落,914,藤川　美穂,,33,女,幸福実現党,新,,0.759,諸派,99,131091
2015,品川,落,914,藤川　美穂,,33,女,幸福実現党,新,,0.754,諸派,99,131091
2019,品川,当,6069,阿部　祐美子,,54,女,立憲,元,,4.74,立憲,2,131091
2019,品川,落,1777,磯部　尚哉,,41,男,立憲,新,,1.388,立憲,2,131091
2019,品川,当,3163,筒井　洋介,,39,男,都民ファーストの会,現,,2.47,諸派,99,131091
2019,品川,当,2532,国場　雄大,,42,男,NHKから国民を守る党,新,,1.977,NHK,9,131091
2019,品川,当,1994,大倉　考裕,,35,男,国民,現,,1.557,国民,6,131091
2019,品川,落,1822,松永　吉洋,,37,男,国民,現,,1.423,国民,6,131091
2019,品川,落,1513,稲川　貴之,,46,男,国民,現,,1.182,国民,6,131091
2019,品川,落,1074.99,石田　慎吾,,39,男,国民,現,,0.84,国民,6,131091
2019,品川,落,871.136,吉田　あつみ,,61,女,自由,元,,0.68,諸派,99,131091
2019,品川,落,450.856,伊藤　慎吾,,57,男,ガンバル,新,,0.352,諸派,99,131091
2015,大田,当,7586,奈須　利江,なす　りえ,53,女,無所属,元,研究所研究員,3.131,無所属,11,131113
2015,大田,当,5523,湯本　良太郎,ゆもと　りょうたろう,38,男,無所属,元,会社員,2.279,無所属,11,131113
2015,大田,当,4300,馬橋　靖世,まばし　やすとき,31,男,無所属,現,区議会議員,1.775,無所属,11,131113
2015,大田,当,4287.198,松原　元,まつばら　はじめ,27,男,無所属,新,無職,1.769,無所属,11,131113
2015,大田,落,2874.93,荒木　秀樹,あらき　ひでき,65,男,無所属,現,区議会議員,1.186,無所属,11,131113
2015,大田,落,1167.783,金子　富夫,かねこ　とみお,64,男,無所属,元,災害対策アドバイザー,0.482,無所属,11,131113
2015,大田,落,1042.749,鈴木　雄人,すずき　たけと,40,男,無所属,新,会社員,0.43,無所属,11,131113
2015,大田,落,895,小出　直樹,こいで　なおき,47,男,無所属,新,エンターテイナー,0.369,無所属,11,131113
2015,大田,落,889,太田黒　恵,おおたぐろ　めぐみ,63,女,無所属,新,高齢者福祉スーパーバイザー,0.367,無所属,11,131113
2015,大田,落,860,福田　裕久,ふくだ　ひろひさ,47,男,無所属,新,無職,0.355,無所属,11,131113
2015,大田,落,474,茂野　俊哉,しばの　としや,54,男,無所属,新,相談支援専門員,0.196,無所属,11,131113
2011,大田,当,5249,荒木　秀樹,,61,男,無所属,現,,2.16,無所属,11,131113
2011,大田,落,1166,石原　聖康,,52,男,無所属,新,,0.48,無所属,11,131113
2011,大田,落,1109,細野　一夫,,57,男,無所属,新,,0.456,無所属,11,131113
2011,大田,落,638,比留間　誠司,,57,男,無所属,新,,0.263,無所属,11,131113
2011,大田,落,540.294,田中　大介,,41,男,無所属,新,,0.222,無所属,11,131113
2011,大田,落,535,畑中　克史,,62,男,無所属,新,,0.22,無所属,11,131113
2011,大田,落,141,大島　英明,,50,男,無所属,新,,0.058,無所属,11,131113
2019,大田,当,10901,奈須　利江,,57,女,無所属,現,,4.255,無所属,11,131113
2019,大田,当,4396,馬橋　靖世,,35,男,無所属,現,,1.716,無所属,11,131113
2019,大田,当,3571,須藤　英児,,50,男,無所属,新,,1.394,無所属,11,131113
2019,大田,当,3304,荻野　稔,,33,男,無所属,元,,1.29,無所属,11,131113
2019,大田,当,2754,岸田　哲治,,69,男,無所属,現,,1.075,無所属,11,131113
2019,大田,当,2727,荒木　秀樹,,69,男,無所属,元,,1.065,無所属,11,131113
2019,大田,落,2520.906,天坂　大介,,41,男,無所属,新,,0.984,無所属,11,131113
2019,大田,落,1990,津田　智紀,,46,男,無所属,元,,0.777,無所属,11,131113
2019,大田,落,1433.154,田中　啓三,,60,男,無所属,新,,0.559,無所属,11,131113
2019,大田,落,1273,金子　富夫,,68,男,無所属,元,,0.497,無所属,11,131113
2019,大田,落,1247,溝口　晃一,,50,男,無所属,新,,0.487,無所属,11,131113
2019,大田,落,1239,寺田　一智,,39,男,無所属,新,,0.484,無所属,11,131113
2019,大田,落,827,福田　裕久,,51,男,無所属,新,,0.323,無所属,11,131113
2019,大田,落,374,谷口　秀樹,,56,男,無所属,新,,0.146,無所属,11,131113
2019,大田,落,325,村元　寅次,,65,男,無所属,新,,0.127,無所属,11,131113
2019,大田,落,246,原　忠信,,67,男,無所属,新,,0.096,無所属,11,131113
2011,大田,当,4766,沼田　秀弘,,48,男,みんな,元,,1.961,諸派,99,131113
2011,大田,当,3407,柳瀬　吉助,,43,男,みんな,新,,1.402,諸派,99,131113
2011,大田,落,2576,今津　英幸,,36,男,みんな,新,,1.06,諸派,99,131113
2011,大田,落,1968.505,溝口　晃一,,42,男,みんな,新,,0.81,諸派,99,131113
2011,大田,落,1825,桜本　清,,54,男,みんな,新,,0.751,諸派,99,131113
2015,大田,当,7785.9,松原　秀典,まつばら　ひでのり,67,男,自民,現,学習塾経営,3.213,自民,1,131113
2015,大田,当,6393.9,松原　茂登樹,まつばら　もとき,61,男,自民,現,区議会議員,2.639,自民,1,131113
2015,大田,当,5158,田中　一吉,たなか　かずよし,64,男,自民,現,区議会議員,2.129,自民,1,131113
2015,大田,当,4762,伊藤　和弘,いとう　かずひろ,56,男,自民,現,区議会議員,1.965,自民,1,131113
2015,大田,当,4645.25,鈴木　隆之,すずき　たかゆき,40,男,自民,現,会社役員,1.917,自民,1,131113
2015,大田,当,4636,塩野目　正樹,しおのめ　まさき,52,男,自民,現,区議会議員,1.913,自民,1,131113
2015,大田,当,4158,伊佐治　剛,いさじ　ごう,36,男,自民,現,区議会議員,1.716,自民,1,131113
2015,大田,当,4069,高瀬　三徳,たかせ　さんとく,53,男,自民,現,区議会議員,1.679,自民,1,131113
2015,大田,当,4023,押見　隆太,おしみ　りゅうた,41,男,自民,現,区議会議員,1.66,自民,1,131113
2015,大田,当,3871,長野　元祐,ながの　もとひろ,31,男,自民,現,区議会議員,1.597,自民,1,131113
2015,大田,当,3605,渡司　幸,わたじ　みゆき,52,女,自民,新,無職,1.488,自民,1,131113
2015,大田,当,3532,高山　雄一,たかやま　ゆういち,46,男,自民,新,会社役員,1.458,自民,1,131113
2015,大田,当,3475,大森　昭彦,おおもり　あきひこ,62,男,自民,現,区議会議員,1.434,自民,1,131113
2015,大田,当,3317,深川　幹祐,ふかがわ　みきひろ,35,男,自民,現,区議会議員,1.369,自民,1,131113
2015,大田,当,3286,岸田　哲治,きしだ　てつはる,65,男,自民,現,会社役員,1.356,自民,1,131113
2015,大田,当,2941,安藤　充,あんどう　みつる,69,男,自民,現,保険代理業,1.214,自民,1,131113
2015,大田,落,2659,海老沢　圭介,えびさわ　けいすけ,43,男,自民,現,会社役員,1.097,自民,1,131113
2015,大田,落,1802,竹越　利之,たけこし　としゆき,55,男,自民,新,会社役員,0.744,自民,1,131113
2011,大田,当,7049.77,松原　茂登樹,,57,男,自民,現,,2.901,自民,1,131113
2011,大田,当,6806.134,鈴木　隆之,,36,男,自民,現,,2.8,自民,1,131113
2011,大田,当,5901.229,松原　秀典,,63,男,自民,現,,2.428,自民,1,131113
2011,大田,当,5580.705,田中　一吉,,60,男,自民,現,,2.296,自民,1,131113
2011,大田,当,4552,高瀬　三徳,,49,男,自民,現,,1.873,自民,1,131113
2011,大田,当,4446,塩野目　正樹,,48,男,自民,現,,1.829,自民,1,131113
2011,大田,当,4258,大森　昭彦,,58,男,自民,現,,1.752,自民,1,131113
2011,大田,当,3822,海老沢　圭介,,39,男,自民,新,,1.573,自民,1,131113
2011,大田,当,3723,押見　隆太,,37,男,自民,現,,1.532,自民,1,131113
2011,大田,当,3692.662,岸田　哲治,,61,男,自民,現,,1.519,自民,1,131113
2011,大田,当,3317,深川　幹祐,,31,男,自民,新,,1.365,自民,1,131113
2011,大田,当,3199,伊佐治　剛,,32,男,自民,新,,1.316,自民,1,131113
2011,大田,当,3078,水井　達興,,70,男,自民,現,,1.266,自民,1,131113
2011,大田,当,2987,安藤　充,,65,男,自民,現,,1.229,自民,1,131113
2011,大田,当,2774,長野　元祐,,27,男,自民,新,,1.141,自民,1,131113
2011,大田,当,2605,伊藤　和弘,,52,男,自民,現,,1.072,自民,1,131113
2011,大田,落,1888.865,鈴木　康文,,50,男,自民,現,,0.777,自民,1,131113
2019,大田,当,7794,湯本　良太郎,,42,男,自民,現,,3.043,自民,1,131113
2019,大田,当,6892.191,松原　秀典,,71,男,自民,現,,2.69,自民,1,131113
2019,大田,当,4604,高瀬　三徳,,57,男,自民,現,,1.797,自民,1,131113
2019,大田,当,4562,伊佐治　剛,,40,男,自民,現,,1.781,自民,1,131113
2019,大田,当,4433,深川　幹祐,,39,男,自民,現,,1.73,自民,1,131113
2019,大田,当,4375.845,田中　一吉,,68,男,自民,現,,1.708,自民,1,131113
2019,大田,当,4316,長野　元祐,,35,男,自民,現,,1.685,自民,1,131113
2019,大田,当,3924,塩野目　正樹,,56,男,自民,現,,1.532,自民,1,131113
2019,大田,当,3886,渡司　幸,,56,女,自民,現,,1.517,自民,1,131113
2019,大田,当,3799,大森　昭彦,,66,男,自民,現,,1.483,自民,1,131113
2019,大田,当,3774,海老沢　圭介,,47,男,自民,元,,1.473,自民,1,131113
2019,大田,当,3659,押見　隆太,,45,男,自民,現,,1.428,自民,1,131113
2019,大田,当,3646,高山　雄一,,50,男,自民,現,,1.423,自民,1,131113
2019,大田,当,3042,鈴木　隆之,,44,男,自民,現,,1.187,自民,1,131113
2019,大田,落,2478,伊藤　和弘,,60,男,自民,現,,0.967,自民,1,131113
2019,大田,落,2474,柿島　耕平,,36,男,自民,新,,0.966,自民,1,131113
2019,大田,落,2460,加瀬　修一,,47,男,自民,新,,0.96,自民,1,131113
2019,大田,落,2211,安藤　充,,73,男,自民,現,,0.863,自民,1,131113
2015,大田,当,5728,清水　菊美,しみず　きくみ,57,女,共産,現,区議会議員,2.364,共産,5,131113
2015,大田,当,4869,佐藤　伸,さとう　しん,41,男,共産,現,区議会議員,2.009,共産,5,131113
2015,大田,当,4284.216,金子　悦子,かねこ　えつこ,66,女,共産,現,区議会議員,1.768,共産,5,131113
2015,大田,当,4254,菅谷　郁恵,すがや　いくえ,57,女,共産,現,区議会議員,1.756,共産,5,131113
2015,大田,当,3934,荒尾　大介,あらお　だいすけ,39,男,共産,新,政党勤務員,1.623,共産,5,131113
2015,大田,当,3886,黒沼　良光,くろぬま　よしみつ,66,男,共産,現,区議会議員,1.604,共産,5,131113
2015,大田,当,3541,福井　亮二,ふくい　りょうじ,40,男,共産,現,区議会議員,1.461,共産,5,131113
2015,大田,当,3536,大竹　辰治,おおたけ　たつじ,63,男,共産,現,区議会議員,1.459,共産,5,131113
2015,大田,当,2999,藤原　幸雄,ふじわら　ゆきお,73,男,共産,現,区議会議員,1.238,共産,5,131113
2011,大田,当,4640,和田　正子,,61,女,共産,現,,1.909,共産,5,131113
2011,大田,当,4070,黒沼　良光,,62,男,共産,元,,1.675,共産,5,131113
2011,大田,当,3663,菅谷　郁恵,,53,女,共産,現,,1.507,共産,5,131113
2011,大田,当,3573,佐藤　伸,,37,男,共産,現,,1.47,共産,5,131113
2011,大田,当,3538,金子　悦子,,62,女,共産,現,,1.456,共産,5,131113
2011,大田,当,3343,藤原　幸雄,,69,男,共産,現,,1.376,共産,5,131113
2011,大田,当,3339,福井　亮二,,36,男,共産,新,,1.374,共産,5,131113
2011,大田,当,2913,清水　菊美,,53,女,共産,現,,1.199,共産,5,131113
2011,大田,当,2634,大竹　辰治,,59,男,共産,現,,1.084,共産,5,131113
2019,大田,当,4829,菅谷　郁恵,,61,女,共産,現,,1.885,共産,5,131113
2019,大田,当,3860,清水　菊美,,61,女,共産,現,,1.507,共産,5,131113
2019,大田,当,3688,杉山　公一,,63,男,共産,新,,1.44,共産,5,131113
2019,大田,当,3642,佐藤　伸,,45,男,共産,元,,1.422,共産,5,131113
2019,大田,当,3492,黒沼　良光,,70,男,共産,現,,1.363,共産,5,131113
2019,大田,当,3039.093,荒尾　大介,,43,男,共産,現,,1.186,共産,5,131113
2019,大田,当,3021,大竹　辰治,,67,男,共産,現,,1.179,共産,5,131113
2019,大田,当,2575,福井　亮二,,44,男,共産,現,,1.005,共産,5,131113
2019,大田,落,2227,渡辺　強,,48,男,共産,新,,0.869,共産,5,131113
2015,大田,当,6079,森　愛,もり　あい,37,女,民主,現,区議会議員,2.509,民主,80,131113
2015,大田,当,5269,岡　高志,おか　たかし,39,男,民主,現,区議会議員,2.174,民主,80,131113
2015,大田,当,3801,山崎　勝広,やまざき　かつひろ,48,男,民主,現,区議会議員,1.569,民主,80,131113
2015,大田,当,3668,黒川　仁,くろかわ　じん,39,男,民主,現,区議会議員,1.514,民主,80,131113
2015,大田,落,2112,津田　智紀,つだ　ともき,42,男,民主,現,区議会議員,0.872,民主,80,131113
2015,大田,落,1795,中川　蔦也,なかがわ　つたや,33,男,民主,新,議員秘書,0.741,民主,80,131113
2011,大田,当,5571,森　愛,,33,女,民主,現,,2.292,民主,80,131113
2011,大田,当,4376,黒川　仁,,35,男,民主,現,,1.801,民主,80,131113
2011,大田,当,3717,馬橋　靖世,,27,男,民主,新,,1.529,民主,80,131113
2011,大田,当,3114,岡　高志,おか　たかし,35,男,民主,新,,1.281,民主,80,131113
2011,大田,当,2865,山崎　勝広,,44,男,民主,現,,1.179,民主,80,131113
2011,大田,当,2862,津田　智紀,,38,男,民主,新,,1.178,民主,80,131113
2011,大田,落,2551,伊達　淳一郎,,28,男,民主,新,,1.05,民主,80,131113
2011,大田,落,2354.613,北島　大,,39,男,民主,新,,0.969,民主,80,131113
2011,大田,落,2318,橋本　丈史,,28,男,民主,新,,0.954,民主,80,131113
2011,大田,落,2069.337,岸田　正,,63,男,民主,現,,0.851,民主,80,131113
2011,大田,落,1922.494,野坂　貢一,,43,男,民主,新,,0.791,民主,80,131113
2011,大田,落,1509,高井　優一,,28,男,民主,新,,0.621,民主,80,131113
2011,大田,落,1485.386,木村　勝,,53,男,民主,現,,0.611,民主,80,131113
2011,大田,落,1123,古川　秀雄,,33,男,民主,新,,0.462,民主,80,131113
2011,大田,落,894,水谷　深,,37,男,民主,新,,0.368,民主,80,131113
2015,大田,当,4104,松本　洋之,まつもと　ひろゆき,56,男,公明,現,区議会議員,1.694,公明,4,131113
2015,大田,当,3635,勝亦　聡,かつまた　さとし,52,男,公明,現,区議会議員,1.5,公明,4,131113
2015,大田,当,3635,小峰　由枝,こみね　よしえ,56,女,公明,新,介護士,1.5,公明,4,131113
2015,大田,当,3584,秋成　靖,あきなり　おさむ,47,男,公明,現,区議会議員,1.479,公明,4,131113
2015,大田,当,3562,広川　恵美子,ひろかわ　えみこ,52,女,公明,現,区議会議員,1.47,公明,4,131113
2015,大田,当,3519,末安　広明,すえやす　ひろあき,42,男,公明,新,無職,1.452,公明,4,131113
2015,大田,当,3334,玉川　英俊,たまがわ　ひでとし,46,男,公明,現,区議会議員,1.376,公明,4,131113
2015,大田,当,3327,田島　和雄,たじま　かずお,44,男,公明,新,無職,1.373,公明,4,131113
2015,大田,当,3318,岡元　由美,おかもと　ゆみ,55,女,公明,現,区議会議員,1.369,公明,4,131113
2015,大田,当,3304.069,田村　英樹,たむら　ひでき,46,男,公明,現,区議会議員,1.364,公明,4,131113
2015,大田,当,3197,大橋　武司,おおはし　たけし,46,男,公明,現,区議会議員,1.319,公明,4,131113
2015,大田,当,2960,椿　真一,つばき　しんいち,51,男,公明,新,無職,1.222,公明,4,131113
2011,大田,当,4302,冨田　俊一,,61,男,公明,現,,1.77,公明,4,131113
2011,大田,当,4154,松本　洋之,,52,男,公明,現,,1.709,公明,4,131113
2011,大田,当,4145,岡元　由美,,51,女,公明,現,,1.706,公明,4,131113
2011,大田,当,3891,勝亦　聡,,48,男,公明,現,,1.601,公明,4,131113
2011,大田,当,3864,秋成　靖,,43,男,公明,新,,1.59,公明,4,131113
2011,大田,当,3853,清波　貞子,,64,女,公明,現,,1.585,公明,4,131113
2011,大田,当,3756,飯田　茂,,61,男,公明,現,,1.545,公明,4,131113
2011,大田,当,3715,広川　恵美子,,48,女,公明,新,,1.529,公明,4,131113
2011,大田,当,3709,田村　英樹,,42,男,公明,新,,1.526,公明,4,131113
2011,大田,当,3689,丸山　かよ,,59,女,公明,現,,1.518,公明,4,131113
2011,大田,当,3550,大橋　武司,,42,男,公明,新,,1.461,公明,4,131113
2011,大田,当,3296,玉川　英俊,,42,男,公明,新,,1.356,公明,4,131113
2019,大田,当,4737,広川　恵美子,,56,女,公明,現,,1.849,公明,4,131113
2019,大田,当,4181,岡元　由美,,59,女,公明,現,,1.632,公明,4,131113
2019,大田,当,4171,田村　英樹,,50,男,公明,現,,1.628,公明,4,131113
2019,大田,当,4042,秋成　靖,,51,男,公明,現,,1.578,公明,4,131113
2019,大田,当,4014,勝亦　聡,,56,男,公明,現,,1.567,公明,4,131113
2019,大田,当,3949,大橋　武司,,50,男,公明,現,,1.542,公明,4,131113
2019,大田,当,3841,椿　真一,,55,男,公明,現,,1.499,公明,4,131113
2019,大田,当,3651,玉川　英俊,,50,男,公明,現,,1.425,公明,4,131113
2019,大田,当,3562,小峰　由枝,,60,女,公明,現,,1.39,公明,4,131113
2019,大田,当,3554,末安　広明,,46,男,公明,現,,1.387,公明,4,131113
2019,大田,当,3529,松本　洋之,,60,男,公明,現,,1.378,公明,4,131113
2019,大田,当,3471,田島　和雄,,48,男,公明,現,,1.355,公明,4,131113
2011,大田,落,1527,川上　康正,,46,男,社民,新,,0.628,社民,8,131113
2015,大田,当,5240,三沢　清太郎,みさわ　せいたろう,43,男,維新,新,賃貸業,2.162,維新,3,131113
2015,大田,当,3653,荻野　稔,おぎの　みのる,29,男,維新,新,党政策委員,1.508,維新,3,131113
2019,大田,当,5448,三沢　清太郎,,47,男,維新,現,,2.127,維新,3,131113
2015,大田,当,6383,犬伏　秀一,いぬぶし　ひでかず,58,男,次世代,元,会社役員,2.634,諸派,99,131113
2015,大田,落,2549,須藤　英児,すどう　えいじ,46,男,次世代,新,会社員,1.052,諸派,99,131113
2015,大田,当,5290,北沢　潤子,きたざわ　じゅんこ,54,女,大田・生活者ネットワーク,現,幼稚園非常勤講師,2.183,諸派,99,131113
2011,大田,当,4411,奈須　利江,,49,女,大田・生活者ネットワーク,現,,1.815,諸派,99,131113
2011,大田,当,3514,北沢　潤子,,50,女,大田・生活者ネットワーク,新,,1.446,諸派,99,131113
2019,大田,当,5247,北沢　潤子,,58,女,大田・生活者ネットワーク,現,,2.048,諸派,99,131113
2015,大田,当,4775,野呂　恵子,のろ　けいこ,60,女,緑の党,現,区議会議員,1.971,諸派,99,131113
2011,大田,当,4428,野呂　恵子,,56,女,緑の党,現,,1.822,諸派,99,131113
2019,大田,当,4727,野呂　恵子,,64,女,緑の党,現,,1.845,諸派,99,131113
2015,大田,落,706,今津　英幸,いまづ　ひでゆき,40,男,みんなの大田,新,WEBコンテンツ制作業,0.291,諸派,99,131113
2015,大田,落,704,溝口　晃一,みぞぐち　こういち,46,男,闘う改革の会東京,新,カメラマン,0.291,諸派,99,131113
2015,大田,落,446,尾上　明,おのえ　あきら,49,男,私達の教育勅語・明治からの道徳を伝える会,新,広告配布請負業,0.184,諸派,99,131113
2011,大田,当,6363,犬伏　秀一,,54,男,たち日,現,,2.618,諸派,99,131113
2011,大田,落,2198,須藤　英児,,42,男,日本創新党,新,,0.904,諸派,99,131113
2011,大田,落,1444,福本　健,,49,男,みんなのための「区民党」,新,,0.594,諸派,99,131113
2011,大田,落,1289,横溝　慎,,50,男,みんなのための「区民党」,新,,0.53,諸派,99,131113
2019,大田,当,6047,平野　春望,,39,男,立憲,新,,2.361,立憲,2,131113
2019,大田,当,5913,小川　あずさ,,59,女,立憲,新,,2.308,立憲,2,131113
2019,大田,当,3836,庄嶋　孝広,,44,男,立憲,新,,1.497,立憲,2,131113
2019,大田,当,10081,奥本　有里,,42,女,都民ファーストの会,新,,3.935,諸派,99,131113
2019,大田,当,3036,植田　智一,,52,男,NHKから国民を守る党,新,,1.185,NHK,9,131113
2019,大田,落,2278,山崎　勝広,,52,男,国民,現,,0.889,国民,6,131113
2019,大田,落,1657,黒川　仁,,43,男,国民,現,,0.647,国民,6,131113
2019,大田,落,894,安田　輝久,,48,男,自由,新,,0.349,諸派,99,131113
2019,大田,当,4042.808,松原　元,,31,男,ガンバル,現,,1.578,諸派,99,131113
2019,大田,当,4631,犬伏　秀一,,62,男,たちあがれ日本,現,,1.808,諸派,99,131113
2019,大田,落,1039,尾上　明,,53,男,『教育勅語』明治の会,新,,0.406,諸派,99,131113
2019,大田,落,812,高橋　京夢,,26,男,ユーチューバー推進党,新,,0.317,諸派,99,131113
2015,渋谷,当,4163,岡田　麻理,おかだ　まり,47,女,無所属,現,渋谷区議会議員,5.695,無所属,11,131130
2015,渋谷,当,2089,伊藤　毅志,いとう　たけし,53,男,無所属,現,渋谷区議会議員,2.858,無所属,11,131130
2015,渋谷,当,1615,薬丸　義人,やくまる　よしと,50,男,無所属,現,渋谷区議会議員,2.209,無所属,11,131130
2015,渋谷,当,1530,笹本　由紀子,ささもと　ゆきこ,50,女,無所属,現,幼児教育研究所代表,2.093,無所属,11,131130
2015,渋谷,当,1314,須田　賢,すだ　けん,39,男,無所属,現,渋谷区議会議員,1.797,無所属,11,131130
2015,渋谷,当,1250,小柳　政也,こやなぎ　まさや,48,男,無所属,現,渋谷区議会議員,1.71,無所属,11,131130
2015,渋谷,落,1070,佐々木　弘明,ささき　ひろあき,52,男,無所属,現,渋谷区議会議員,1.464,無所属,11,131130
2015,渋谷,落,986,森田　由紀,もりた　ゆき,44,女,無所属,新,NPO法人代表理事,1.349,無所属,11,131130
2015,渋谷,落,890,小林　崇央,こばやし　たかひろ,44,男,無所属,元,スポーツメーカー役員,1.217,無所属,11,131130
2015,渋谷,落,523,菊池　愛典,きくち　あいすけ,61,男,無所属,新,無職,0.715,無所属,11,131130
2015,渋谷,落,364,田辺　浩一郎,たなべ　こういちろう,48,男,無所属,新,食品卸売会社役員,0.498,無所属,11,131130
2015,渋谷,落,313,今井　誓示,いまい　せいじ,38,男,無所属,新,自営業,0.428,無所属,11,131130
2015,渋谷,落,229,内山　麿我,うちやま　まろか,31,男,無所属,新,アーティスト,0.313,無所属,11,131130
2015,渋谷,落,169,水原　克朗,みずはら　かつろう,50,男,無所属,新,自営業,0.231,無所属,11,131130
2015,渋谷,落,112,加藤　正,かとう　ただし,63,男,無所属,新,会社役員,0.153,無所属,11,131130
2011,渋谷,当,3654,長谷部　健,はせべ　けん,39,男,無所属,現,渋谷区議会議員,5.397,無所属,11,131130
2011,渋谷,当,2180.724,伊藤　毅志,いとう　たけし,49,男,無所属,現,区議会議員,3.221,無所属,11,131130
2011,渋谷,当,1796,薬丸　義人,やくまる　よしと,46,男,無所属,現,区議会議員,2.653,無所属,11,131130
2011,渋谷,当,1632,笹本　由紀子,ささもと　ゆきこ,46,女,無所属,新,民間シンクタンク代表,2.41,無所属,11,131130
2011,渋谷,落,963,東　敦子,あづま　あつこ,67,女,無所属,現,区議会議員,1.422,無所属,11,131130
2011,渋谷,落,920,金井　義忠,かない　よしただ,60,男,無所属,現,会社役員,1.359,無所属,11,131130
2011,渋谷,落,458,広田　武史,ひろた　たけふみ,58,男,無所属,新,グラフィックデザイナー,0.676,無所属,11,131130
2011,渋谷,落,338,林　志寿雄,はやし　しずお,57,男,無所属,新,会社役員,0.499,無所属,11,131130
2011,渋谷,落,220.275,伊藤　淳子,いとう　じゅんこ,55,女,無所属,新,コンサルタント,0.325,無所属,11,131130
2011,渋谷,落,164,永富　裕章,ながとみ　ひろあき,42,男,無所属,新,会社役員,0.242,無所属,11,131130
2019,渋谷,当,3288.695,岡田　麻理,,51,女,無所属,現,,4.458,無所属,11,131130
2019,渋谷,当,2164.163,田中　匠身,,50,男,無所属,現,,2.934,無所属,11,131130
2019,渋谷,当,2012.628,伊藤　毅志,,57,男,無所属,現,,2.728,無所属,11,131130
2019,渋谷,当,1915,神薗　麻智子,,39,女,無所属,新,,2.596,無所属,11,131130
2019,渋谷,当,1640,鈴木　建邦,,44,男,無所属,現,,2.223,無所属,11,131130
2019,渋谷,当,1529.877,森田　由紀,,48,女,無所属,新,,2.074,無所属,11,131130
2019,渋谷,当,1497,薬丸　義人,,54,男,無所属,現,,2.029,無所属,11,131130
2019,渋谷,当,1441.304,佐藤　真理,,67,女,無所属,現,,1.954,無所属,11,131130
2019,渋谷,当,1171,須田　賢,,43,男,無所属,現,,1.587,無所属,11,131130
2019,渋谷,落,1056,小柳　政也,,52,男,無所属,現,,1.432,無所属,11,131130
2019,渋谷,落,793,笹本　由紀子,,54,女,無所属,現,,1.075,無所属,11,131130
2019,渋谷,落,763,佐々木　弘明,,56,男,無所属,元,,1.034,無所属,11,131130
2019,渋谷,落,465,菊池　愛典,,65,男,無所属,新,,0.63,無所属,11,131130
2019,渋谷,落,426,田辺　浩一郎,,52,男,無所属,新,,0.577,無所属,11,131130
2019,渋谷,落,352,小林　崇央,,48,男,無所属,元,,0.477,無所属,11,131130
2019,渋谷,落,340,川路　利樹,,41,男,無所属,新,,0.461,無所属,11,131130
2019,渋谷,落,322,田口　昌志,,50,男,無所属,新,,0.437,無所属,11,131130
2019,渋谷,落,263,山岡　泰彰,,32,男,無所属,新,,0.357,無所属,11,131130
2019,渋谷,落,222,江上　真吾,,63,男,無所属,新,,0.301,無所属,11,131130
2019,渋谷,落,217,岩崎　健太郎,,27,男,無所属,新,,0.294,無所属,11,131130
2019,渋谷,落,112,秋元　英之,,50,男,無所属,現,,0.152,無所属,11,131130
2019,渋谷,落,75,園田　康,,57,男,無所属,新,,0.102,無所属,11,131130
2011,渋谷,当,2454,須田　賢,すだ　けん,35,男,みんな,新,政党支部役員,3.624,諸派,99,131130
